"dog_id","survey_year","mm_jr_date","mm_jr_location","mm_jr_location_description","mm_jr_number_practice_jog_trials","mm_jr_jog_trial_1_outcome","mm_jr_jog_trial_1_time_seconds","mm_jr_jog_trial_1_problems","mm_jr_jog_trial_2_outcome","mm_jr_jog_trial_2_time_seconds","mm_jr_jog_trial_2_problems","mm_jr_jog_trial_3_outcome","mm_jr_jog_trial_3_time_seconds","mm_jr_jog_trial_3_problems","mm_jr_jog_trials_motivation_treat","mm_jr_jog_trials_motivation_toy","mm_jr_jog_trials_motivation_verbal","mm_jr_jog_trials_motivation_clapping","mm_jr_jog_trials_motivation_none","mm_jr_jog_trials_motivation_other","mm_jr_jog_trials_motivation_other_description","mm_jr_number_practice_run_trials","mm_jr_run_trial_1_outcome","mm_jr_run_trial_1_time_seconds","mm_jr_run_trial_1_problems","mm_jr_run_trial_2_outcome","mm_jr_run_trial_2_time_seconds","mm_jr_run_trial_2_problems","mm_jr_run_trial_3_outcome","mm_jr_run_trial_3_time_seconds","mm_jr_run_trial_3_problems","mm_jr_run_trials_motivation_treat","mm_jr_run_trials_motivation_toy","mm_jr_run_trials_motivation_verbal","mm_jr_run_trials_motivation_clapping","mm_jr_run_trials_motivation_none","mm_jr_run_trials_motivation_other","mm_jr_run_trials_motivation_other_description"
116800,"annual_2023","2023-06-08",1,"Backyard, flat, grassy area in front of patio.",1,1,"7.35",NA,1,"8.54",NA,1,"8.77",NA,1,0,1,0,0,0,NA,1,1,"2.78",NA,1,"3.02",NA,1,"3.11",NA,1,0,1,0,0,0,NA
116856,"annual_2023","2023-05-25",0,"outside on concrete driveway",1,1,"3.45",NA,1,"3.3",NA,1,"3.38",NA,1,0,0,0,0,0,NA,1,1,"3.45",NA,1,"3.3",NA,1,"3.38",NA,1,0,0,0,0,0,NA
116877,"annual_2023","2023-06-04",0,"my fenced backyard, grass surface",2,1,"4.05",NA,1,"4.45",NA,1,"4.52",NA,0,0,1,0,0,0,NA,3,1,"1.19",NA,1,"1.38",NA,1,"1.39",NA,0,1,0,0,0,0,NA
117033,"annual_2023","2023-06-06",0,"The drain field area",3,0,NA,"he stopped and pulled on his leash",1,"4.03",NA,1,"4.79",NA,0,0,1,0,0,0,NA,1,1,"3.06",NA,1,"3.02",NA,0,NA,"he ran the completely wrong way",0,0,1,0,0,0,NA
117048,"annual_2023","2023-06-01",0,"driveway, gravel dirt",4,1,"2.78",NA,1,"2.83",NA,1,"2.94",NA,0,0,1,0,0,0,NA,5,1,"2.04",NA,1,"2.06",NA,1,"2.36",NA,1,0,1,0,0,0,NA
117171,"annual_2023","2023-06-06",0,"flat gravel driveway",2,1,"3.40",NA,1,"3.53",NA,1,"3.83",NA,1,0,1,0,0,0,NA,1,1,"3.08",NA,1,"3.83",NA,1,"3.93",NA,1,0,1,0,0,0,NA
117191,"annual_2023","2023-05-05",1,"This exercise is being conducted in my apartment's hallway",3,1,"1.9",NA,1,"1.9",NA,0,NA,"A neightbor's dog barked from inside their apartment and spooked her",0,0,1,1,0,0,NA,4,1,"2.1",NA,1,"2",NA,1,"1.9",NA,0,0,1,1,0,0,NA
117218,"annual_2023","2023-06-04",1,"Yard of condo building",1,1,"4.38",NA,1,"4.20",NA,1,"3.08",NA,1,0,1,0,0,0,NA,1,1,"3.68",NA,1,"3.33",NA,1,"3.00",NA,1,0,1,0,0,0,NA
117241,"annual_2023","2023-06-03",1,"in my yard, grass, dirt, small rocks",5,1,"3.81",NA,1,"3.78",NA,1,"2.94",NA,1,0,0,0,0,0,NA,3,1,"2.01",NA,1,"2.13",NA,1,"1.98",NA,1,0,0,0,0,0,NA
117249,"annual_2023","2023-06-05",0,"Backyard orchard, grass (not very level)",3,1,"3.51",NA,1,"4.36",NA,1,"4.83",NA,1,0,1,0,0,0,NA,3,1,"2.15",NA,1,"3.13",NA,1,"2.75",NA,1,0,1,0,0,0,NA
117253,"annual_2022","2022-06-30",1,"in my yard  stone path",3,1,"5.38",NA,1,"5.49",NA,1,"5.14",NA,1,0,0,0,0,0,NA,1,1,"2.33",NA,1,"2.58",NA,1,"2.28",NA,1,0,0,0,0,0,NA
117253,"annual_2023","2023-05-17",0,"Sidewalk",2,1,"4.77",NA,1,"4.78",NA,1,"4.85",NA,1,0,0,0,0,0,NA,1,1,"2.38",NA,1,"2.10",NA,1,"2.10",NA,1,0,0,0,0,0,NA
117284,"annual_2023","2023-06-06",1,"inside my yard, grass & dirt",1,0,NA,"she won't go straight, I also have no help",0,NA,"again: no help she doesn't want to jog either",1,"7",NA,0,0,1,0,0,0,NA,1,1,"5",NA,0,NA,"she will not run in a totally straight line & again I have no help",1,"4.5",NA,0,0,1,0,0,0,NA
117289,"annual_2023","2023-04-29",0,"My front driveway",4,1,"3.5",NA,1,"2.83",NA,1,"3.35",NA,0,0,0,0,1,0,NA,3,1,"2.85",NA,1,"2.55",NA,1,"2.38",NA,0,0,0,0,1,0,NA
117376,"annual_2023","2023-05-31",1,"backyard on grass",3,1,"4.45",NA,1,"4.06",NA,1,"4.73",NA,0,0,1,0,0,0,NA,3,1,"1.75",NA,1,"3.13",NA,1,"3.2",NA,0,0,1,0,0,0,NA
117448,"annual_2023","2023-05-06",0,"In my yard on grass.",3,1,"4.92",NA,1,"4.87",NA,1,"4.86",NA,0,0,0,0,1,0,NA,3,1,"1.74",NA,1,"1.78",NA,1,"1.71",NA,1,0,0,0,0,0,NA
117498,"annual_2023","2023-06-08",0,"Concrete driveway at home",1,1,"5.48",NA,1,"5.53",NA,0,NA,"He laid down and refused to get back up.",0,0,1,0,0,0,NA,1,1,"2.19",NA,0,NA,"Laid down",0,NA,"Ran into the house",0,0,1,0,0,0,NA
117596,"annual_2023","2023-05-07",0,"my yard, grass",NA,1,"6.12",NA,1,"5.66",NA,1,"5.72",NA,1,0,0,0,0,0,NA,2,1,"2.40",NA,1,"2.34",NA,1,"2.50",NA,1,0,0,0,0,0,NA
117599,"annual_2023","2023-06-08",1,"My backyard",3,0,NA,"Dog began running",0,NA,"Got too excited and began running",1,"6.83",NA,0,0,1,0,0,0,NA,3,1,"3.13",NA,1,"2.66",NA,1,"2.49",NA,1,0,0,0,0,0,NA
117681,"annual_2023","2023-05-11",0,"front yard",1,1,"3.55",NA,1,"4.33",NA,1,"4.15",NA,0,1,0,0,0,0,NA,1,1,"2.32",NA,1,"2.26",NA,1,"2.20",NA,0,1,0,0,0,0,NA
117714,"annual_2023","2023-05-15",0,"concrete inside the big dog yard",2,1,"4.12",NA,1,"4.66",NA,1,"3.81",NA,0,0,0,0,1,0,NA,3,1,"2.37",NA,1,"2.03",NA,1,"1.88",NA,1,0,1,0,0,0,NA
117716,"annual_2022","2022-07-06",0,"Backyard (grass)",3,1,"6.78",NA,1,"5.76",NA,1,"6.63",NA,1,0,1,0,0,0,NA,3,1,"4.70",NA,1,"4.06",NA,1,"3.63",NA,1,0,1,0,0,0,NA
117719,"annual_2023","2023-05-26",0,"inside my house on stone flooring",5,1,"5.33",NA,1,"5.08",NA,1,"5.21",NA,1,0,0,0,0,0,NA,5,1,"3.36",NA,1,"3.43",NA,1,"3.46",NA,1,0,0,0,0,0,NA
117738,"annual_2023","2023-05-21",0,"My sister's backyard.  Fenced, grass lawn.",5,1,"5.7",NA,1,"4.4",NA,1,"4.2",NA,0,0,1,0,0,0,NA,5,1,"1.9",NA,1,"1.5",NA,1,"2.1",NA,0,0,1,0,0,0,NA
117749,"annual_2023","2023-05-10",0,"driveway",3,1,"4.05",NA,1,"3.85",NA,1,"3.71",NA,1,0,0,0,0,0,NA,3,1,"1.86",NA,1,"1.93",NA,1,"1.87",NA,1,0,0,0,0,0,NA
117777,"annual_2023","2023-06-08",1,"Backyard mix of grass and dirt",2,1,"4.62",NA,1,"4.57",NA,1,"4.91",NA,0,0,1,0,0,0,NA,1,1,"2.58",NA,1,"1.59",NA,1,"3.16",NA,0,0,1,0,0,0,NA
117794,"annual_2023","2023-06-06",0,"flat grassy back yard",1,1,"4.35",NA,1,"4.12",NA,1,"4.23",NA,0,0,1,0,0,0,NA,1,1,"1.58",NA,1,"2.17",NA,1,"2.06",NA,1,0,0,0,0,0,NA
117807,"annual_2023","2023-06-03",0,"concrete, RV pad",2,1,"6.5",NA,1,"6.4",NA,1,"6.57",NA,0,0,1,0,0,0,NA,1,1,"2.20",NA,1,"2.53",NA,1,"2.4",NA,0,0,1,0,0,0,NA
117818,"annual_2023","2023-05-24",0,"Inside dog training facility, linoleum",3,1,"3.63",NA,1,"3.42",NA,1,"3.56",NA,1,0,1,0,0,0,NA,1,1,"2.97",NA,1,"2.19",NA,1,"2.45",NA,1,0,1,0,0,0,NA
117823,"annual_2023","2023-05-21",0,"Backyard",1,1,"4.30",NA,1,"4",NA,1,"4.30",NA,0,0,0,0,1,0,NA,1,1,"3.30",NA,1,"2.30",NA,1,"3",NA,0,0,1,0,0,0,NA
117848,"annual_2023","2023-05-25",0,"My yard",2,1,"2.88",NA,1,"3.50",NA,1,"2.80",NA,0,0,0,0,1,0,NA,3,1,"2.29",NA,1,"2.26",NA,1,"2.90",NA,1,0,0,0,0,0,NA
117913,"annual_2023","2023-05-27",0,"yard/grass",1,1,"4.58",NA,1,"3.97",NA,1,"3.90",NA,0,0,0,0,0,1,"Breeze is obedience trained so used a fast heel command.",2,1,"1.15",NA,1,"2.01",NA,1,"1.14",NA,0,1,1,0,0,0,NA
117924,"annual_2023","2023-06-04",1,"sidewalk at friend's house; first time to complete the activity but a familiar place for walking, etc.",3,1,"6.22",NA,1,"5.56",NA,0,NA,"He completed the course in 5.91 seconds but was jumped on me right at the end, in the last couple of steps.",0,0,0,0,0,1,"A starting ""Let's go"" and then some clicking with my tongue.",2,1,"2.45",NA,1,"2.25",NA,1,"2.83",NA,0,0,1,1,0,0,NA
117950,"annual_2022","2022-07-17",1,"carpet; hallway inside my apartment building",1,1,"8.25",NA,1,"9.04",NA,1,"8.20",NA,0,0,1,0,0,0,NA,1,1,"5.40",NA,1,"5.73",NA,1,"5.53",NA,0,0,1,0,0,0,NA
117959,"annual_2023","2023-05-22",0,"gravel roadway in front of our house",3,1,"5.18",NA,1,"5.25",NA,1,"4.26",NA,1,0,0,0,0,0,NA,3,1,"1.93",NA,1,"1.82",NA,1,"1.75",NA,0,0,1,0,0,0,NA
117969,"annual_2023","2023-05-28",1,"sidewalk in front of house",3,1,"3.62",NA,1,"2.99",NA,1,"3.27",NA,1,0,1,0,0,0,NA,3,1,"0.98",NA,1,"1.01",NA,1,"0.96",NA,1,0,1,0,0,0,NA
117983,"annual_2023","2023-06-04",0,"in my yard, mostly grass",3,1,"8.16",NA,1,"6.05",NA,1,"5.68",NA,1,0,0,0,0,0,NA,1,1,"3.24",NA,1,"3.50",NA,1,"4.43",NA,1,0,1,0,0,0,NA
118025,"annual_2023","2023-05-07",0,"inside my house, hardwoods",3,1,"6.18",NA,1,"5.62",NA,1,"6.29",NA,1,0,0,0,0,0,NA,1,1,"2.98",NA,1,"3.22",NA,1,"2.83",NA,1,0,0,0,0,0,NA
118034,"annual_2023","2023-05-28",0,"concrete sidewalk",3,1,"8.02",NA,1,"8.18",NA,1,"6.95",NA,1,0,0,0,0,0,NA,3,1,"3.23",NA,1,"3.48",NA,1,"2.91",NA,1,0,0,0,0,0,NA
118045,"annual_2023","2023-05-11",1,"inside my house, carpet",3,1,"6.50",NA,1,"6.2",NA,1,"5.9",NA,0,0,1,0,0,0,NA,3,1,"4.9",NA,1,"4.8",NA,1,"5.1",NA,0,0,1,1,0,0,NA
118091,"annual_2023","2023-06-02",1,"Friends yard on grass",1,1,"02.4",NA,1,"02.2",NA,1,"02.1",NA,0,1,1,0,0,0,NA,1,1,"01.51",NA,1,"01.21",NA,1,"01.28",NA,0,1,1,0,0,0,NA
118099,"annual_2023","2023-05-21",0,"inside hallway",2,1,"6.95",NA,1,"6.83",NA,1,"6.30",NA,1,0,0,0,0,0,NA,1,0,NA,"She's almost 13 - she only breaks into a run for the UPS truck.",0,NA,"see above",0,NA,"see above",0,0,0,0,1,0,NA
118204,"annual_2022","2022-07-13",0,"My yard",3,1,"18",NA,1,"17.2",NA,1,"16.5",NA,0,0,1,0,0,0,NA,3,1,"12.4",NA,1,"12.2",NA,1,"12.3",NA,0,0,1,0,0,0,NA
118218,"annual_2023","2023-05-09",1,"In my fenced yard with grass",2,1,"3.58",NA,1,"4.31",NA,1,"4.09",NA,1,0,1,0,0,0,NA,1,1,"2.61",NA,1,"1.87",NA,1,"2.18",NA,1,0,1,0,0,0,NA
118227,"annual_2023","2023-05-28",0,"Graveyard park - grass field",1,1,"3.94",NA,1,"3.24",NA,1,"2.90",NA,0,0,1,0,0,0,NA,1,1,"2.45",NA,1,"2.53",NA,1,"2.73",NA,0,0,1,0,0,0,NA
118267,"annual_2023","2023-05-13",0,"Timbertek deck",3,1,"5.72",NA,1,"5.34",NA,1,"4.76",NA,1,0,1,0,0,0,NA,3,1,"3.6",NA,1,"3.22",NA,1,"2.95",NA,1,0,1,0,0,0,NA
118282,"annual_2023","2023-06-07",1,"at a park",3,1,"3.5",NA,1,"3.6",NA,1,"3.3",NA,0,0,0,1,0,0,NA,3,1,"2.6",NA,1,"2.4",NA,1,"2.1",NA,0,0,0,1,0,0,NA
118356,"annual_2023","2023-06-03",0,"concrete driveway",3,1,"5.59",NA,1,"6.43",NA,1,"6.04",NA,1,0,0,0,0,0,NA,1,1,"4.4",NA,1,"4.48",NA,1,"5.52",NA,1,0,0,0,0,0,NA
118385,"annual_2023","2023-05-20",0,"Driveway",3,1,"7.01",NA,1,"7.03",NA,1,"7.01",NA,0,0,1,0,0,0,NA,3,1,"2.43",NA,1,"2.05",NA,1,"2.04",NA,1,0,0,0,0,0,NA
118405,"annual_2023","2023-05-17",1,"backyard grass",1,1,"4.18",NA,0,NA,"He pulled on the leash and started coughing",1,"4.61",NA,1,0,0,0,0,0,NA,2,1,"2.52",NA,1,"2.26",NA,1,"2.31",NA,1,0,0,0,0,0,NA
118418,"annual_2023","2023-06-05",1,"back yard, surface is grass.",5,1,"4.62",NA,1,"4.55",NA,1,"4.50",NA,1,0,0,0,0,0,NA,3,1,"2.02",NA,1,"2.18",NA,1,"2.53",NA,1,0,0,0,0,0,NA
118421,"annual_2023","2023-06-05",0,"backyard grass",1,1,"2.94",NA,1,"2.68",NA,1,"2.27",NA,0,0,1,0,0,0,NA,2,1,"2.80",NA,1,"2.03",NA,1,"2.16",NA,1,0,0,0,0,0,NA
118453,"annual_2023","2023-05-29",0,"Outside patio at cabin",3,1,"3.76",NA,1,"4.09",NA,1,"3.55",NA,0,0,0,0,1,0,NA,3,1,"1.63",NA,1,"1.31",NA,1,"1.68",NA,0,1,1,1,0,0,NA
118485,"annual_2023","2023-05-17",0,"backyard grass",5,1,"7.0",NA,1,"6.5",NA,1,"7.1",NA,1,0,0,0,0,0,NA,1,1,"2.4",NA,1,"2.5",NA,1,"2.5",NA,1,0,0,0,0,0,NA
118508,"annual_2022","2022-07-14",0,"My front yard",3,1,"6.70",NA,1,"5.62",NA,1,"7.11",NA,0,0,1,0,0,0,NA,1,1,"2.08",NA,1,"1.82",NA,1,"2.11",NA,0,0,1,0,0,0,NA
118508,"annual_2023","2023-04-30",1,"My yard",2,1,"20.04",NA,1,"16.31",NA,1,"14.98",NA,0,0,0,0,1,0,NA,2,1,"9.16",NA,1,"8.85",NA,1,"9.35",NA,0,0,0,0,1,0,NA
118533,"annual_2022","2022-07-07",0,"Back yard - grass",2,1,"4.96",NA,1,"5.17",NA,1,"4.71",NA,0,0,1,0,0,0,NA,1,1,"2.02",NA,1,"2.14",NA,1,"1.93",NA,1,0,1,0,0,0,NA
118533,"annual_2023","2023-05-06",0,"Driveway: Concrete",2,1,"4.92",NA,1,"4.65",NA,1,"5.51",NA,1,0,1,0,0,0,NA,2,1,"2.26",NA,1,"2.58",NA,1,"2.53",NA,1,0,1,0,0,0,NA
118561,"annual_2023","2023-05-06",0,"outside gravel driveway",3,1,"3.53",NA,1,"4.38",NA,1,"4.08",NA,1,0,0,0,0,0,NA,2,1,"2.57",NA,1,"2.31",NA,1,"2.46",NA,1,0,0,0,0,1,"dog whistle"
118590,"annual_2023","2023-06-08",0,"in my yard",2,1,"4.70",NA,1,"5.0",NA,1,"4.49",NA,0,0,0,0,1,0,NA,2,1,"2.87",NA,1,"3.02",NA,1,"2.39",NA,1,0,0,0,0,0,NA
118624,"annual_2023","2023-05-14",0,"my back yard.  It is concrete",3,1,"5.63",NA,1,"5.99",NA,1,"5.96",NA,1,0,0,0,0,0,NA,2,1,"2.51",NA,1,"2.14",NA,1,"2.26",NA,1,0,1,0,0,0,NA
118659,"annual_2023","2023-05-27",0,"In my yard on grass",3,1,"3.74",NA,1,"4.18",NA,1,"3.76",NA,1,0,0,0,0,0,NA,2,1,"2.62",NA,1,"2.61",NA,1,"2.51",NA,1,0,0,0,0,0,NA
118667,"annual_2023","2023-05-07",0,"sidewalk in front of my  home",2,0,NA,"he ran instead of jogging",0,NA,"He ran until I pulled back on the leash",1,"5.97",NA,1,0,0,0,0,0,NA,1,1,"2.53",NA,1,"2.52",NA,0,NA,"momentarily distracted by a butterfly. completed the run at 3.23",1,0,1,0,0,0,NA
118680,"annual_2023","2023-05-28",0,"backyard deck, concrete",2,1,"4.68",NA,1,"4.84",NA,1,"4.62",NA,0,0,1,0,0,0,NA,4,1,"1.84",NA,1,"1.94",NA,1,"1.86",NA,0,0,1,1,0,0,NA
118712,"annual_2023","2023-05-22",0,"in a garage under the apt. building",1,1,"05",NA,1,"05",NA,1,"05",NA,1,0,0,0,0,0,NA,3,1,"05",NA,1,"05",NA,1,"05",NA,1,0,1,0,0,0,NA
118788,"annual_2023","2023-05-22",0,"ASPHALT",3,1,"4.26",NA,1,"4.57",NA,1,"4.23",NA,0,0,0,0,1,0,NA,3,1,"2.72",NA,1,"2.39",NA,1,"2.52",NA,0,0,0,0,1,0,NA
118800,"annual_2022","2022-06-26",0,"Sidewalk at our house",3,1,"7.9",NA,1,"7.6",NA,1,"6.45",NA,0,0,1,0,0,0,NA,3,1,"3.65",NA,1,"2.52",NA,1,"2.8",NA,0,0,1,0,0,0,NA
118800,"annual_2023","2023-05-10",1,"Sidewalk at our house",3,1,"5",NA,1,"4.5",NA,1,"5",NA,0,1,0,0,0,0,NA,2,1,"2.51",NA,1,"3",NA,1,"2.2",NA,0,1,0,0,0,0,NA
118817,"annual_2023","2023-06-08",0,"My front yard",3,1,"4.28",NA,1,"3.92",NA,1,"4.17",NA,0,0,1,0,0,0,NA,3,1,"2.10",NA,1,"2.13",NA,1,"1.85",NA,0,0,1,0,0,0,NA
118841,"annual_2023","2023-05-29",0,"Backyard patio",2,1,"6.22",NA,1,"5.54",NA,1,"5.30",NA,1,0,0,0,0,0,NA,3,1,"3.53",NA,1,"4.23",NA,1,"3.14",NA,1,0,0,0,0,0,NA
118847,"annual_2023","2023-06-15",0,"Concrete driveway",2,1,"3.82",NA,1,"2.51",NA,1,"2.9",NA,0,0,1,0,0,0,NA,2,1,"2.07",NA,1,"2.53",NA,1,"1.75",NA,1,0,1,0,0,0,NA
118916,"annual_2023","2023-06-01",1,"Backyard",1,1,"5.1",NA,1,"5.3",NA,0,NA,"she was off the leash and ran in. the wrong direction",1,0,1,0,0,0,NA,1,1,"3.3",NA,1,"2.9",NA,1,"2.9",NA,1,0,1,1,0,0,NA
118941,"annual_2023","2023-05-20",0,"Hallway of apartment building",4,1,"5.41",NA,1,"5.45",NA,1,"5.20",NA,1,0,1,0,0,0,NA,3,1,"3.31",NA,1,"2.84",NA,1,"2.92",NA,1,0,1,0,0,0,NA
118969,"annual_2023","2023-05-14",0,"Street",2,1,"3.71",NA,1,"3.61",NA,1,"3.43",NA,1,0,1,0,0,0,NA,2,1,"2.68",NA,1,"1.96",NA,1,"2.38",NA,1,0,1,0,0,0,NA
118976,"annual_2023","2023-06-04",1,"Straight flat run in our backyard",2,1,"4.00",NA,1,"4.62",NA,1,"5.00",NA,1,0,0,0,0,0,NA,3,1,"1.74",NA,1,"1.75",NA,1,"1.69",NA,1,0,0,0,0,0,NA
119030,"annual_2023","2023-05-29",0,"Gebron back patio",3,1,"4.81",NA,1,"4.84",NA,0,NA,"itchy but, had to pause to look at it. time was 5.86",1,0,0,0,0,0,NA,3,1,"2.86",NA,1,"2.00",NA,1,"2.36",NA,0,1,0,0,0,0,NA
119147,"annual_2023","2023-06-08",0,"sidewalk in front of our house",3,1,"3.66",NA,1,"4.11",NA,1,"3.42",NA,0,0,1,0,0,0,NA,1,1,"2.39",NA,1,"2.49",NA,1,"2.50",NA,0,0,1,0,0,0,NA
119270,"annual_2023","2023-06-07",0,"Westboro Canterbury Park",3,1,"6.3",NA,1,"5.97",NA,1,"5.95",NA,0,0,1,0,0,0,NA,1,1,"3.66",NA,1,"3.26",NA,1,"3.2",NA,0,0,1,0,0,0,NA
119273,"annual_2023","2023-04-22",0,"A private, paved path behind the greenway parking lot",5,0,NA,"He went above a jog",1,"4.30",NA,1,"3.65",NA,1,0,1,0,0,0,NA,3,1,"2.00",NA,1,"1.86",NA,1,"1.46",NA,0,1,0,0,0,0,NA
119283,"annual_2023","2023-05-29",0,"yard",3,1,"3.83",NA,1,"3.82",NA,1,"3.85",NA,1,0,0,0,0,0,NA,3,1,"3.83",NA,1,"3.83",NA,1,"3.84",NA,1,0,0,0,0,0,NA
119287,"annual_2022","2022-07-25",0,"In my yard, grass and dirt",2,1,"4.45",NA,1,"4.26",NA,1,"4.59",NA,1,1,1,0,0,0,NA,2,1,"1.94",NA,1,"2.36",NA,1,"2.03",NA,1,1,1,0,0,0,NA
119303,"annual_2023","2023-06-06",0,"Backyard",3,1,"6.63",NA,1,"6.28",NA,1,"6.31",NA,1,0,0,0,0,0,NA,2,0,NA,"Refused to run",0,NA,"Refused to run",0,NA,"Refused to run",1,0,0,0,0,0,NA
119312,"annual_2023","2023-06-04",1,"Flagstone walk backyard",1,1,"0.4",NA,1,"0.4",NA,1,"0.4",NA,0,0,0,0,1,0,NA,1,1,"0.2",NA,1,"0.2",NA,1,"0.2",NA,0,0,1,0,0,0,NA
119320,"annual_2023","2023-06-14",0,"Outside/grass",2,1,"05.20",NA,1,"05.12",NA,1,"04.98",NA,0,0,0,0,1,0,NA,2,1,"02.02",NA,1,"01.97",NA,1,"01.83",NA,0,0,0,0,1,0,NA
119368,"annual_2023","2023-05-13",0,"grass back yard of my house",3,1,"4.90",NA,1,"3.59",NA,1,"4.35",NA,1,0,0,0,0,0,NA,3,1,"2.94",NA,1,"2.61",NA,1,"2.01",NA,1,0,1,0,0,0,NA
119403,"annual_2023","2023-05-20",0,"in my yard on grass",2,1,"5.01",NA,1,"5.23",NA,1,"4.56",NA,1,0,1,0,0,0,NA,1,1,"3.60",NA,1,"3.23",NA,1,"2.92",NA,1,0,1,0,0,0,NA
119407,"annual_2023","2023-05-26",0,"home back driveway; asphalt surface",1,1,"5.5",NA,1,"5.6",NA,1,"4.5",NA,0,0,0,0,1,0,NA,1,1,"2.9",NA,1,"2.5",NA,1,"2.6",NA,0,1,1,0,0,0,NA
119422,"annual_2023","2023-06-07",0,"In my yard beginning at the street side fence and ending towards the back of the yard.",1,1,"4.31",NA,1,"5.2",NA,1,"3.92",NA,0,0,0,0,1,0,NA,2,1,"3.2",NA,1,"2.7",NA,1,"2.4",NA,0,0,1,0,0,0,NA
119449,"annual_2023","2023-06-08",1,"my back yard, footing is grass.",4,1,"6.21",NA,1,"6.3",NA,1,"5.95",NA,0,0,1,0,0,0,NA,3,1,"2.1",NA,1,"1.85",NA,1,"1.71",NA,0,0,1,1,0,0,NA
119450,"annual_2023","2023-06-07",0,"inside my house",3,1,"5.67",NA,1,"6.10",NA,1,"5.33",NA,0,0,0,0,1,0,NA,3,1,"3.02",NA,1,"3.01",NA,1,"3.06",NA,1,0,0,0,0,0,NA
119461,"annual_2023","2023-06-04",0,"grass in my front yard",2,1,"4.41",NA,1,"4.54",NA,1,"5.03",NA,0,0,1,0,0,0,NA,1,1,"1.94",NA,1,"1.66",NA,1,"1.65",NA,0,0,1,0,0,1,"Held leash and I moved toward parked car as though we were going somewhere"
119506,"annual_2023","2023-05-30",0,"In my yard on grass",3,1,"3.55",NA,1,"3.25",NA,1,"3.43",NA,1,0,0,0,0,0,NA,2,1,"1.46",NA,1,"1.55",NA,1,"1.45",NA,1,0,0,0,0,0,NA
119536,"annual_2023","2023-06-08",0,"Backyard lawn",2,1,"5.47",NA,1,"6.34",NA,1,"6.98",NA,1,0,1,0,0,0,NA,1,1,"1.74",NA,1,"2.11",NA,1,"2.18",NA,1,0,0,0,0,0,NA
119570,"annual_2023","2023-06-04",0,"outside on the upper driveway on concrete",3,1,"4.52",NA,1,"4.73",NA,1,"4.63",NA,0,0,1,0,0,0,NA,3,1,"2.80",NA,1,"2.26",NA,1,"2.49",NA,1,0,0,0,0,0,NA
119603,"annual_2023","2023-06-02",0,"My friend's sidewalk",1,1,"1.50",NA,0,NA,"We stopped after the first successful jog because because distractions arrived on the scene.",0,NA,"See above",0,0,0,0,1,0,NA,1,0,NA,"We were only able to complete the jog. I couldn't let Clare off leash in the foreign  area with distractions around.",0,NA,"See above.",0,NA,"see above",0,0,0,0,1,0,NA
119646,"annual_2023","2023-05-19",0,"at a park with grass",5,1,"4.18",NA,1,"3.56",NA,1,"3.68",NA,1,0,0,0,0,0,NA,2,1,"2.06",NA,1,"2.28",NA,1,"2.53",NA,1,0,1,0,0,0,NA
119647,"annual_2023","2023-05-07",1,"in my yard -artificial turf",4,1,"4.61",NA,1,"4.49",NA,1,"4.63",NA,0,0,1,0,0,0,NA,1,1,"1.70",NA,1,"1.83",NA,1,"1.76",NA,0,1,0,0,0,0,NA
119707,"annual_2023","2023-06-03",0,"baseball diamond at public park with sandy but firm surface",3,1,"3.18",NA,1,"4.27",NA,1,"3.63",NA,0,0,0,0,1,0,NA,1,1,"2.01",NA,1,"2.21",NA,1,"2.18",NA,1,0,0,0,0,0,NA
119741,"annual_2023","2023-06-04",1,"Alley behind our house, dirt.",2,1,"4.13",NA,1,"3.93",NA,1,"3.42",NA,1,0,1,0,0,0,NA,1,1,"2.96",NA,1,"2.51",NA,1,"2.74",NA,1,0,1,0,0,0,NA
119747,"annual_2023","2023-04-30",0,"in our yard     grass",1,1,"6.56",NA,1,"8.52",NA,1,"7.58",NA,1,0,0,0,0,0,NA,1,1,"2.25",NA,1,"2.43",NA,1,"2.36",NA,0,1,0,0,0,0,NA
119775,"annual_2023","2023-05-20",0,"in my yard, grass",3,1,"4.71",NA,1,"6.70",NA,1,"6.41",NA,1,0,1,0,0,0,NA,1,1,"2.87",NA,1,"3.01",NA,1,"3.20",NA,1,0,1,0,0,0,NA
119782,"annual_2022","2022-07-19",0,"Our backyard, mulch",2,1,"4.48",NA,1,"4.47",NA,1,"4.20",NA,1,0,1,0,0,0,NA,3,1,"2.16",NA,1,"2.18",NA,1,"2.2",NA,1,0,1,0,0,0,NA
119782,"annual_2023","2023-04-22",1,"in backyard",2,1,"3.63",NA,1,"3.92",NA,1,"3.73",NA,1,0,0,0,0,0,NA,2,1,"2.23",NA,1,"2.13",NA,1,"2.25",NA,1,0,0,0,0,0,NA
119807,"annual_2023","2023-06-04",0,"back yard along fence",2,1,"7.00",NA,1,"7.20",NA,1,"5.70",NA,1,0,0,0,0,0,NA,3,1,"3.70",NA,1,"3.40",NA,1,"3.00",NA,1,0,0,0,0,0,NA
119883,"annual_2023","2023-05-20",1,"The dead-end street in a closed community.",4,1,"6.41",NA,1,"5.26",NA,1,"6.88",NA,1,0,0,0,0,0,NA,2,1,"5.16",NA,1,"4.60",NA,1,"4.12",NA,1,0,0,0,0,0,NA
