"dog_id","Sample_Year","DAP_Sample_ID","krt_cp_total_protein_value","krt_cp_total_protein_modifier","krt_cp_albumin_value","krt_cp_albumin_modifier","krt_cp_globulins_value","krt_cp_globulins_modifier","krt_cp_alb_glob_ratio_value","krt_cp_alb_glob_ratio_modifier","krt_cp_calcium_value","krt_cp_calcium_modifier","krt_cp_phosphorus_value","krt_cp_phosphorus_modifier","krt_cp_magnesium_value","krt_cp_magnesium_modifier","krt_cp_glucose_value","krt_cp_glucose_modifier","krt_cp_bun_value","krt_cp_bun_modifier","krt_cp_creatinine_value","krt_cp_creatinine_modifier","krt_cp_bilirubin_total_value","krt_cp_bilirubin_total_modifier","krt_cp_alkp_value","krt_cp_alkp_modifier","krt_cp_alt_value","krt_cp_alt_modifier","krt_cp_ggt_value","krt_cp_ggt_modifier","krt_cp_amylase_value","krt_cp_amylase_modifier","krt_cp_triglycerides_value","krt_cp_triglycerides_modifier","krt_cp_cholesterol_value","krt_cp_cholesterol_modifier","krt_cp_sodium_value","krt_cp_sodium_modifier","krt_cp_potassium_value","krt_cp_potassium_modifier","krt_cp_chloride_value","krt_cp_chloride_modifier","krt_cp_sp_ratio_value","krt_cp_sp_ratio_modifier","krt_cp_test_comments"
110430,"precision_2","110430-precision_2-ChemPanel",6.5,NA,3.3,NA,3.2,NA,1,NA,9.4,NA,3.7,NA,1.7,NA,34,NA,27,NA,0.77,NA,0.3,NA,23,NA,44,NA,3,"<",734,NA,119,NA,323,NA,149,NA,5.2,NA,108,NA,28.7,NA,"Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history.4+ hemolysis is reported and may affect bilirubin, AST, ALKP, amylase, potassium, phosphorus, GGT, and GLDH tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling.1+ lipemia is reported. No known interferences."
110540,"precision_1","110540-precision_1-ChemPanel",5.8,NA,3.2,NA,2.6,NA,1.2,NA,9.6,NA,3.8,NA,1.7,NA,92,NA,19,NA,0.8,NA,0.2,NA,12,NA,37,NA,3,NA,497,NA,34,NA,203,NA,146,NA,5,NA,114,NA,29.2,NA,NA
110540,"precision_2","110540-precision_2-ChemPanel",6,NA,3.4,NA,2.6,NA,1.3,NA,9.5,NA,4.1,NA,1.7,NA,99,NA,19,NA,0.77,NA,0.2,NA,14,NA,33,NA,3,NA,336,NA,46,NA,169,NA,146,NA,4.7,NA,114,NA,31.1,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
110564,"precision_1","110564-precision_1-ChemPanel",5,NA,2.9,NA,2.1,NA,1.4,NA,10.3,NA,6.7,NA,1.4,NA,99,NA,17,NA,0.8,NA,0.2,NA,62,NA,35,NA,3,"<",774,NA,43,NA,273,NA,146,NA,4.7,NA,114,NA,31.1,NA,NA
110564,"precision_2","110564-precision_2-ChemPanel",5.7,NA,3.3,NA,2.4,NA,1.4,NA,10,NA,5,NA,1.7,NA,92,NA,19,NA,1.13,NA,0.4,NA,16,NA,34,NA,3,"<",732,NA,40,NA,293,NA,147,NA,4.6,NA,115,NA,32,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
110575,"precision_1","110575-precision_1-ChemPanel",5.7,NA,3.2,NA,2.5,NA,1.3,NA,10.3,NA,4.7,NA,1.5,NA,113,NA,13,NA,1,NA,0.2,NA,43,NA,27,NA,3,"<",457,NA,53,NA,362,NA,146,NA,4.7,NA,113,NA,31.1,NA,NA
110575,"precision_2","110575-precision_2-ChemPanel",5.9,NA,3.3,NA,2.6,NA,1.3,NA,10,NA,4.6,NA,1.5,NA,111,NA,14,NA,1.04,NA,0.2,NA,29,NA,29,NA,3,NA,508,NA,43,NA,326,NA,146,NA,4.7,NA,113,NA,31.1,NA,NA
110580,"precision_1","110580-precision_1-ChemPanel",5.7,NA,3.2,NA,2.5,NA,1.3,NA,9.8,NA,4.2,NA,1.6,NA,111,NA,16,NA,1.06,NA,0.2,NA,22,NA,36,NA,3,NA,412,NA,130,NA,225,NA,149,NA,4.5,NA,115,NA,33.1,NA,"2+ lipemia is reported and can mildly decrease electrolyte values."
110664,"precision_1","110664-precision_1-ChemPanel",6.1,NA,3.3,NA,2.8,NA,1.2,NA,9.7,NA,3.5,NA,1.6,NA,113,NA,14,NA,1.1,NA,0.2,NA,37,NA,32,NA,3,NA,468,NA,84,NA,270,NA,146,NA,4,NA,113,NA,36.5,NA,NA
110697,"precision_1","110697-precision_1-ChemPanel",5.9,NA,3.3,NA,2.6,NA,1.3,NA,9.8,NA,3.8,NA,1.9,NA,93,NA,14,NA,0.9,NA,0.2,NA,46,NA,17,NA,3,"<",438,NA,37,NA,227,NA,147,NA,5,NA,113,NA,29.4,NA,NA
110744,"precision_1","110744-precision_1-ChemPanel",6.6,NA,3.2,NA,3.4,NA,0.9,NA,9.8,NA,3.1,NA,1.7,NA,88,NA,10,NA,0.89,NA,0.3,NA,54,NA,116,NA,13,NA,465,NA,55,NA,236,NA,149,NA,4.4,NA,112,NA,33.9,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
110847,"precision_1","110847-precision_1-ChemPanel",6.3,NA,3.7,NA,2.6,NA,1.4,NA,10,NA,4,NA,1.8,NA,97,NA,16,NA,0.8,NA,0.2,NA,26,NA,45,NA,3,NA,363,NA,79,NA,209,NA,147,NA,4,NA,115,NA,36.8,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
110915,"precision_1","110915-precision_1-ChemPanel",5.9,NA,3.4,NA,2.5,NA,1.4,NA,8.3,NA,3.9,NA,1.6,NA,64,NA,15,NA,1.2,NA,0.2,NA,39,NA,24,NA,3,"<",504,NA,50,NA,206,NA,148,NA,5.1,NA,114,NA,29,NA,"Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history.1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
110915,"precision_2","110915-precision_2-ChemPanel",6.3,NA,3.2,NA,3.1,NA,1,NA,10.2,NA,4.1,NA,1.6,NA,96,NA,15,NA,1.19,NA,0.2,NA,51,NA,22,NA,3,NA,549,NA,42,NA,195,NA,148,NA,4.6,NA,114,NA,32.2,NA,NA
110936,"precision_1","110936-precision_1-ChemPanel",6.3,NA,3.6,NA,2.7,NA,1.3,NA,10,NA,4.9,NA,2.2,NA,106,NA,13,NA,0.9,NA,0.2,NA,21,NA,43,NA,4,NA,296,NA,31,NA,170,NA,150,NA,3.9,NA,117,NA,38.5,NA,NA
110936,"precision_2","110936-precision_2-ChemPanel",6.1,NA,3.5,NA,2.6,NA,1.3,NA,9.8,NA,3.3,NA,1.9,NA,115,NA,10,NA,0.99,NA,0.2,NA,17,NA,38,NA,3,NA,323,NA,46,NA,176,NA,148,NA,3.9,NA,114,NA,37.9,NA,NA
111014,"precision_1","111014-precision_1-ChemPanel",5.9,NA,3.3,NA,2.6,NA,1.3,NA,9.6,NA,3.2,NA,1.7,NA,99,NA,15,NA,0.8,NA,0.2,NA,15,NA,28,NA,4,NA,376,NA,57,NA,199,NA,146,NA,4,NA,114,NA,36.5,NA,NA
111014,"precision_2","111014-precision_2-ChemPanel",5.4,NA,3.1,NA,2.3,NA,1.3,NA,9.5,NA,3.6,NA,1.6,NA,100,NA,14,NA,0.77,NA,0.2,NA,14,NA,24,NA,3,NA,529,NA,55,NA,182,NA,145,NA,4.2,NA,114,NA,34.5,NA,"1+ hemolysis is reported and may falsely increase phosphorus and K results."
111040,"precision_1","111040-precision_1-ChemPanel",6.4,NA,3.2,NA,3.2,NA,1,NA,10.3,NA,3.6,NA,1.7,NA,88,NA,14,NA,1,NA,0.2,NA,32,NA,38,NA,3,"<",577,NA,81,NA,260,NA,147,NA,4.5,NA,110,NA,32.7,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
111040,"precision_2","111040-precision_2-ChemPanel",6.7,NA,3.4,NA,3.3,NA,1,NA,10.2,NA,3.7,NA,1.6,NA,94,NA,14,NA,0.85,NA,0.3,NA,46,NA,44,NA,3,"<",366,NA,177,NA,302,NA,146,NA,4.2,NA,109,NA,34.8,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
111043,"precision_1","111043-precision_1-ChemPanel",6.9,NA,3,NA,3.9,NA,0.8,NA,10.3,NA,4.3,NA,1.6,NA,98,NA,15,NA,0.9,NA,0.2,NA,49,NA,37,NA,3,"<",562,NA,43,NA,250,NA,147,NA,4.8,NA,114,NA,30.6,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
111222,"precision_1","111222-precision_1-ChemPanel",6.3,NA,3.5,NA,2.8,NA,1.3,NA,9.7,NA,3.1,NA,1.8,NA,114,NA,23,NA,1.5,NA,0.3,NA,18,NA,45,NA,4,NA,853,NA,51,NA,243,NA,150,NA,3.8,NA,116,NA,39.5,NA,NA
111328,"precision_1","111328-precision_1-ChemPanel",6,NA,2.9,NA,3.1,NA,0.9,NA,9.8,NA,4.4,NA,1.8,NA,98,NA,18,NA,1.2,NA,0.2,NA,31,NA,31,NA,3,"<",536,NA,39,NA,189,NA,144,NA,4.4,NA,111,NA,32.7,NA,NA
111328,"precision_2","111328-precision_2-ChemPanel",5.9,NA,2.8,NA,3.1,NA,0.9,NA,9.7,NA,4.1,NA,1.7,NA,91,NA,16,NA,1.18,NA,0.2,NA,39,NA,33,NA,3,"<",707,NA,37,NA,162,NA,145,NA,4.4,NA,109,NA,33,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
111356,"precision_1","111356-precision_1-ChemPanel",5.5,NA,2.9,NA,2.6,NA,1.1,NA,9.3,NA,4,NA,1.7,NA,86,NA,29,NA,1.66,NA,0.2,NA,39,NA,37,NA,4,NA,624,NA,68,NA,358,NA,146,NA,4.8,NA,114,NA,30.4,NA,NA
111383,"precision_1","111383-precision_1-ChemPanel",6.1,NA,3.5,NA,2.6,NA,1.3,NA,9.9,NA,3.7,NA,1.8,NA,90,NA,16,NA,1,NA,0.6,NA,15,NA,41,NA,3,"<",527,NA,31,NA,261,NA,152,NA,4.5,NA,119,NA,33.8,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
111393,"precision_1","111393-precision_1-ChemPanel",5.9,NA,3.1,NA,2.8,NA,1.1,NA,9.5,NA,3.7,NA,2,NA,116,NA,25,NA,0.54,NA,0.1,NA,36,NA,37,NA,4,NA,260,NA,59,NA,183,NA,146,NA,4.6,NA,114,NA,31.7,NA,NA
111511,"precision_1","111511-precision_1-ChemPanel",5.8,NA,3.3,NA,2.5,NA,1.3,NA,9.8,NA,3.6,NA,1.9,NA,96,NA,20,NA,1,NA,0.2,NA,33,NA,43,NA,4,NA,611,NA,42,NA,237,NA,146,NA,4.4,NA,112,NA,33.2,NA,NA
111511,"precision_2","111511-precision_2-ChemPanel",6,NA,3.1,NA,2.9,NA,1.1,NA,9.9,NA,3.6,NA,1.5,NA,99,NA,16,NA,1.04,NA,0.2,NA,41,NA,41,NA,4,NA,605,NA,73,NA,281,NA,146,NA,4.4,NA,112,NA,33.2,NA,NA
111614,"precision_1","111614-precision_1-ChemPanel",5.5,NA,3,NA,2.5,NA,1.2,NA,9.6,NA,4.2,NA,1.7,NA,91,NA,20,NA,1.1,NA,0.2,NA,26,NA,48,NA,3,"<",533,NA,50,NA,189,NA,148,NA,4.3,NA,118,NA,34.4,NA,NA
111614,"precision_2","111614-precision_2-ChemPanel",5.8,NA,3,NA,2.8,NA,1.1,NA,9.3,NA,3.1,NA,1.6,NA,93,NA,20,NA,1.25,NA,0.3,NA,30,NA,82,NA,4,NA,568,NA,47,NA,177,NA,149,NA,4.1,NA,119,NA,36.3,NA,NA
111641,"precision_1","111641-precision_1-ChemPanel",6.1,NA,3,NA,3.1,NA,1,NA,9,NA,3,NA,1.8,NA,94,NA,15,NA,1.03,NA,0.2,NA,26,NA,42,NA,3,"<",1007,NA,55,NA,141,NA,144,NA,4.6,NA,116,NA,31.3,NA,NA
111642,"precision_1","111642-precision_1-ChemPanel",5.9,NA,3.1,NA,2.8,NA,1.1,NA,10.8,NA,4.9,NA,1.6,NA,93,NA,16,NA,0.9,NA,0.2,NA,68,NA,75,NA,3,NA,709,NA,51,NA,242,NA,149,NA,4.2,NA,114,NA,35.5,NA,NA
111642,"precision_2","111642-precision_2-ChemPanel",5.8,NA,3.2,NA,2.6,NA,1.2,NA,10.4,NA,5.6,NA,1.6,NA,94,NA,17,NA,1.1,NA,0.2,NA,68,NA,43,NA,3,"<",605,NA,35,NA,256,NA,146,NA,4.5,NA,113,NA,32.4,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
111662,"precision_1","111662-precision_1-ChemPanel",6,NA,3,NA,3,NA,1,NA,9.7,NA,3.8,NA,1.7,NA,104,NA,19,NA,1.1,NA,0.2,NA,14,NA,35,NA,3,"<",605,NA,38,NA,203,NA,145,NA,4.4,NA,114,NA,33,NA,NA
111702,"precision_1","111702-precision_1-ChemPanel",7.1,NA,3.7,NA,3.4,NA,1.1,NA,10.5,NA,1.8,NA,1.7,NA,105,NA,14,NA,0.8,NA,0.2,NA,160,NA,22,NA,3,NA,354,NA,557,NA,394,NA,149,NA,4.2,NA,112,NA,35.5,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
111720,"precision_1","111720-precision_1-ChemPanel",5.8,NA,3.5,NA,2.3,NA,1.5,NA,10.3,NA,5.2,NA,1.7,NA,103,NA,16,NA,1.1,NA,0.3,NA,64,NA,69,NA,5,NA,640,NA,36,NA,160,NA,149,NA,4,NA,119,NA,37.3,NA,NA
111720,"precision_2","111720-precision_2-ChemPanel",5.5,NA,3.1,NA,2.4,NA,1.3,NA,9.9,NA,4.1,NA,1.4,NA,102,NA,16,NA,1.21,NA,0.2,NA,86,NA,64,NA,4,NA,541,NA,34,NA,161,NA,148,NA,4.1,NA,117,NA,36.1,NA,NA
111747,"precision_1","111747-precision_1-ChemPanel",5.6,NA,2.9,NA,2.7,NA,1.1,NA,9.6,NA,3.8,NA,1.4,NA,93,NA,12,NA,0.6,NA,0.2,NA,55,NA,23,NA,3,"<",569,NA,89,NA,319,NA,147,NA,3.8,NA,115,NA,38.7,NA,NA
111747,"precision_2","111747-precision_2-ChemPanel",5.9,NA,3.1,NA,2.8,NA,1.1,NA,9.9,NA,4,NA,1.7,NA,105,NA,12,NA,0.69,NA,0.2,NA,49,NA,25,NA,3,"<",640,NA,51,NA,256,NA,151,NA,4,NA,114,NA,37.8,NA,NA
111833,"precision_1","111833-precision_1-ChemPanel",6.2,NA,3.3,NA,2.9,NA,1.1,NA,10.3,NA,4.3,NA,1.8,NA,101,NA,12,NA,0.9,NA,0.3,NA,42,NA,25,NA,3,"<",689,NA,42,NA,409,NA,148,NA,4.4,NA,111,NA,33.6,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
111848,"precision_1","111848-precision_1-ChemPanel",5.9,NA,3.3,NA,2.6,NA,1.3,NA,10.1,NA,4,NA,1.7,NA,98,NA,15,NA,0.6,NA,0.1,NA,29,NA,19,NA,3,NA,501,NA,45,NA,227,NA,145,NA,4.5,NA,113,NA,32.2,NA,NA
111848,"precision_2","111848-precision_2-ChemPanel",5.9,NA,3.3,NA,2.6,NA,1.3,NA,9.6,NA,3,NA,1.4,NA,105,NA,11,NA,0.66,NA,0.2,NA,15,NA,20,NA,4,NA,462,NA,46,NA,216,NA,146,NA,4.4,NA,112,NA,33.2,NA,NA
111949,"precision_1","111949-precision_1-ChemPanel",6.2,NA,3.5,NA,2.7,NA,1.3,NA,10.4,NA,4.4,NA,1.7,NA,97,NA,19,NA,1.2,NA,0.3,NA,89,NA,31,NA,3,"<",403,NA,46,NA,266,NA,147,NA,4.3,NA,114,NA,34.2,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
111949,"precision_2","111949-precision_2-ChemPanel",6,NA,3.2,NA,2.8,NA,1.1,NA,10.2,NA,3.8,NA,1.5,NA,103,NA,17,NA,1.3,NA,0.2,NA,67,NA,23,NA,3,NA,378,NA,44,NA,282,NA,145,NA,4.4,NA,113,NA,33,NA,NA
112038,"precision_1","112038-precision_1-ChemPanel",6,NA,3.2,NA,2.8,NA,1.1,NA,9.6,NA,3.1,NA,1.8,NA,116,NA,24,NA,0.8,NA,0.2,NA,14,NA,27,NA,3,"<",418,NA,62,NA,282,NA,145,NA,4.3,NA,114,NA,33.7,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
112038,"precision_2","112038-precision_2-ChemPanel",6,NA,3.1,NA,2.9,NA,1.1,NA,9.3,NA,3.5,NA,1.8,NA,140,NA,21,NA,0.77,NA,0.3,NA,17,NA,39,NA,3,"<",442,NA,66,NA,267,NA,144,NA,4.2,NA,116,NA,34.3,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
112090,"precision_1","112090-precision_1-ChemPanel",6.2,NA,3.2,NA,3,NA,1.1,NA,8.2,NA,4.4,NA,1.9,NA,61,NA,13,NA,0.75,NA,0.2,NA,58,NA,33,NA,3,NA,327,NA,39,NA,224,NA,148,NA,4.8,NA,112,NA,30.8,NA,"Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history.2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
112120,"precision_1","112120-precision_1-ChemPanel",5.2,NA,2.7,NA,2.5,NA,1.1,NA,9.1,NA,3.8,NA,1.8,NA,93,NA,22,NA,1.1,NA,0.1,NA,11,NA,21,NA,3,NA,452,NA,39,NA,197,NA,146,NA,4.3,NA,119,NA,34,NA,NA
112120,"precision_2","112120-precision_2-ChemPanel",5.7,NA,2.8,NA,2.9,NA,1,NA,9.4,NA,3.8,NA,1.8,NA,107,NA,17,NA,1.15,NA,0.2,NA,11,NA,22,NA,3,NA,534,NA,34,NA,174,NA,147,NA,4,NA,117,NA,36.8,NA,NA
112140,"precision_1","112140-precision_1-ChemPanel",5.2,NA,2.7,NA,2.5,NA,1.1,NA,10.9,NA,4.2,NA,NA,NA,101,NA,9,NA,0.8,NA,0.1,NA,37,NA,83,NA,3,NA,612,NA,NA,NA,213,NA,149,NA,4.3,NA,116,NA,34.7,NA,NA
112167,"precision_1","112167-precision_1-ChemPanel",6.1,NA,3,NA,3.1,NA,1,NA,10.7,NA,3,NA,1.7,NA,91,NA,11,NA,0.6,NA,0.2,NA,73,NA,47,NA,3,"<",438,NA,344,NA,297,NA,147,NA,4.7,NA,114,NA,31.3,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results.1+ lipemia is reported. No known interferences."
112301,"precision_1","112301-precision_1-ChemPanel",6.1,NA,2.9,NA,3.2,NA,0.9,NA,9.4,NA,4.1,NA,1.5,NA,81,NA,17,NA,1.27,NA,0.2,NA,22,NA,27,NA,3,"<",489,NA,60,NA,330,NA,145,NA,4.9,NA,114,NA,29.6,NA,NA
112828,"precision_1","112828-precision_1-ChemPanel",6.8,NA,2.8,NA,4,NA,0.7,NA,9.4,NA,4.2,NA,1.5,NA,81,NA,14,NA,1,NA,0.3,NA,16,NA,38,NA,3,"<",559,NA,72,NA,244,NA,147,NA,4.4,NA,115,NA,33.4,NA,NA
112828,"precision_2","112828-precision_2-ChemPanel",7,NA,2.7,NA,4.3,NA,0.6,NA,9.5,NA,3.6,NA,1.4,NA,93,NA,15,NA,1.05,NA,0.2,NA,17,NA,34,NA,3,NA,578,NA,47,NA,220,NA,145,NA,4.8,NA,112,NA,30.2,NA,NA
112847,"precision_1","112847-precision_1-ChemPanel",6.4,NA,3.4,NA,3,NA,1.1,NA,9.9,NA,3.2,NA,1.8,NA,109,NA,14,NA,0.7,NA,0.1,NA,27,NA,81,NA,3,NA,670,NA,42,NA,161,NA,150,NA,5.1,NA,111,NA,29.4,NA,NA
112847,"precision_2","112847-precision_2-ChemPanel",6.6,NA,3.7,NA,2.9,NA,1.3,NA,9.8,NA,3.2,NA,1.9,NA,88,NA,14,NA,0.82,NA,0.1,NA,32,NA,72,NA,3,NA,961,NA,54,NA,155,NA,148,NA,5,NA,109,NA,29.6,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
112861,"precision_1","112861-precision_1-ChemPanel",6.1,NA,3.4,NA,2.7,NA,1.3,NA,10.4,NA,4.1,NA,1.6,NA,97,NA,18,NA,1.2,NA,0.2,NA,155,NA,36,NA,3,"<",415,NA,59,NA,230,NA,146,NA,4.3,NA,115,NA,34,NA,NA
112861,"precision_2","112861-precision_2-ChemPanel",6.3,NA,3.6,NA,2.7,NA,1.3,NA,10.3,NA,4,NA,1.7,NA,97,NA,20,NA,1.15,NA,0.2,NA,48,NA,33,NA,3,NA,415,NA,45,NA,242,NA,147,NA,4.2,NA,114,NA,35,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
112931,"precision_1","112931-precision_1-ChemPanel",6.2,NA,3.5,NA,2.7,NA,1.3,NA,9.4,NA,3.7,NA,1.9,NA,104,NA,19,NA,0.81,NA,0.3,NA,34,NA,57,NA,3,"<",473,NA,40,NA,188,NA,149,NA,4.4,NA,115,NA,33.9,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
112947,"precision_1","112947-precision_1-ChemPanel",5.8,NA,3,NA,2.8,NA,1.1,NA,10.2,NA,4,NA,NA,NA,101,NA,27,NA,1.2,NA,0.1,NA,19,NA,15,NA,3,NA,618,NA,NA,NA,320,NA,152,NA,4.3,NA,119,NA,35.3,NA,NA
112982,"precision_1","112982-precision_1-ChemPanel",6.3,NA,3.1,NA,3.2,NA,1,NA,10.2,NA,3.5,NA,1.6,NA,107,NA,17,NA,0.8,NA,0.1,NA,32,NA,50,NA,3,"<",358,NA,117,NA,284,NA,145,NA,4.8,NA,109,NA,30.2,NA,NA
113085,"precision_1","113085-precision_1-ChemPanel",6.5,NA,3.4,NA,3.1,NA,1.1,NA,10.8,NA,5.4,NA,1.6,NA,87,NA,36,NA,0.9,NA,0.3,NA,34,NA,36,NA,3,"<",396,NA,33,NA,301,NA,147,NA,4.5,NA,111,NA,32.7,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
113334,"precision_1","113334-precision_1-ChemPanel",6,NA,3,NA,3,NA,1,NA,9.7,NA,3.1,NA,1.7,NA,87,NA,15,NA,1.4,NA,0.3,NA,20,NA,20,NA,3,NA,632,NA,53,NA,250,NA,147,NA,4.3,NA,113,NA,34.2,NA,NA
113334,"precision_2","113334-precision_2-ChemPanel",6.4,NA,3.1,NA,3.3,NA,0.9,NA,10.2,NA,3.2,NA,1.8,NA,91,NA,14,NA,1.33,NA,0.2,NA,25,NA,19,NA,3,NA,603,NA,47,NA,233,NA,146,NA,4.8,NA,112,NA,30.4,NA,NA
113363,"precision_1","113363-precision_1-ChemPanel",6.2,NA,3.5,NA,2.7,NA,1.3,NA,10.3,NA,4.1,NA,1.7,NA,102,NA,15,NA,0.9,NA,0.2,NA,31,NA,43,NA,4,NA,495,NA,43,NA,182,NA,148,NA,4.3,NA,116,NA,34.4,NA,NA
113366,"precision_1","113366-precision_1-ChemPanel",5.8,NA,3,NA,2.8,NA,1.1,NA,9.4,NA,3.3,NA,1.9,NA,91,NA,19,NA,0.6,NA,0.2,NA,72,NA,25,NA,4,NA,423,NA,62,NA,138,NA,147,NA,4.5,NA,112,NA,32.7,NA,NA
113393,"precision_1","113393-precision_1-ChemPanel",5.6,NA,3.1,NA,2.5,NA,1.2,NA,9.6,NA,4.2,NA,1.8,NA,92,NA,13,NA,1.1,NA,0.2,NA,50,NA,27,NA,3,"<",279,NA,65,NA,188,NA,147,NA,4.6,NA,114,NA,32,NA,NA
113393,"precision_2","113393-precision_2-ChemPanel",5.9,NA,3.2,NA,2.7,NA,1.2,NA,10,NA,4.3,NA,1.8,NA,103,NA,11,NA,1.13,NA,0.2,NA,99,NA,25,NA,3,"<",357,NA,65,NA,184,NA,148,NA,4.5,NA,115,NA,32.9,NA,NA
113431,"precision_1","113431-precision_1-ChemPanel",6.4,NA,3,NA,3.4,NA,0.9,NA,10.4,NA,4.7,NA,1.6,NA,91,NA,15,NA,0.8,NA,0.2,NA,47,NA,41,NA,3,NA,507,NA,35,NA,156,NA,147,NA,4.1,NA,115,NA,35.9,NA,NA
113629,"precision_1","113629-precision_1-ChemPanel",5.8,NA,3.1,NA,2.7,NA,1.1,NA,7.4,NA,4.5,NA,1.5,NA,52,NA,14,NA,0.79,NA,0.2,NA,82,NA,55,NA,3,"<",529,NA,46,NA,175,NA,147,NA,5.2,NA,110,NA,28.3,NA,"Calcium result verified by repeat analysis.Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history.1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
113644,"precision_1","113644-precision_1-ChemPanel",6.3,NA,3.4,NA,2.9,NA,1.2,NA,9.8,NA,4.6,NA,1.7,NA,100,NA,19,NA,0.93,NA,0.3,NA,24,NA,50,NA,3,"<",765,NA,40,NA,187,NA,149,NA,4.7,NA,112,NA,31.7,NA,"3+ hemolysis is reported and may affect phosphorus, AST, potassium, and amylase tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
113686,"precision_1","113686-precision_1-ChemPanel",6.6,NA,3.4,NA,3.2,NA,1.1,NA,10.4,NA,3.9,NA,1.6,NA,90,NA,19,NA,0.8,NA,0.4,NA,143,NA,46,NA,3,"<",476,NA,430,NA,233,NA,147,NA,4.4,NA,113,NA,33.4,NA,"2+ lipemia is reported and can mildly decrease electrolyte values.3+ hemolysis is reported and may affect phosphorus, AST, potassium, and amylase tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
113686,"precision_2","113686-precision_2-ChemPanel",6.1,NA,3.1,NA,3,NA,1,NA,10.5,NA,4,NA,1.5,NA,93,NA,20,NA,0.88,NA,0.2,NA,131,NA,37,NA,4,NA,463,NA,165,NA,190,NA,147,NA,4.7,NA,114,NA,31.3,NA,"1+ lipemia is reported. No known interferences.1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
113704,"precision_1","113704-precision_1-ChemPanel",6.8,NA,3.8,NA,3,NA,1.3,NA,7.5,NA,8.4,NA,3.8,NA,10,"<",26,NA,1.1,NA,0.9,NA,7,NA,39,NA,3,"<",360,NA,66,NA,280,NA,148,NA,5.4,NA,107,NA,27.4,NA,"Glucose, ALKP, and GGT results verified by repeat analysis. 4+ hemolysis is reported and may affect bilirubin, AST, ALKP, amylase, potassium, phosphorus, GGT, and GLDH tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling.This sample was submitted in a tiger top gel barrier tube that was dislodged during transit or inadequately centrifuged, causing red blood cells to leak into the serum. This can falsely increase the phosphorus and potassium and falsely decrease the glucose."
113704,"precision_2","113704-precision_2-ChemPanel",5.7,NA,3,NA,2.7,NA,1.1,NA,9.9,NA,5.2,NA,1.9,NA,88,NA,26,NA,1.3,NA,0.2,NA,21,NA,40,NA,3,"<",332,NA,36,NA,281,NA,147,NA,4.7,NA,115,NA,31.3,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
113705,"precision_1","113705-precision_1-ChemPanel",6.3,NA,3.5,NA,2.8,NA,1.3,NA,10.4,NA,2.7,NA,1.7,NA,111,NA,11,NA,0.7,NA,0.2,NA,84,NA,33,NA,6,NA,387,NA,62,NA,304,NA,147,NA,4.2,NA,112,NA,35,NA,NA
