"dog_id","survey_year","mm_sc_date","mm_sc_stairs_used_previously","mm_sc_loc_y","mm_sc_stairs_used_description","mm_sc_stair_height_cm","mm_sc_stair_count","mm_sc_number_practice_trials","mc_sc_trial_1_outcome","mm_sc_trial_1_time_seconds","mm_sc_trial_1_problems","mm_sc_trial_2_outcome","mm_sc_trial_2_time_seconds","mm_sc_trial_2_problems","mm_sc_trial_3_outcome","mm_sc_trial_3_time_seconds","mm_sc_trial_3_problems","mm_sc_trials_motivation_treat","mm_sc_trials_motivation_toy","mm_sc_trials_motivation_verbal","mm_sc_trials_motivation_clapping","mm_sc_trials_motivation_none","mm_sc_trials_motivation_other","mm_sc_trials_motivation_other_description"
111923,"annual_2023","2023-05-25",1,0,"outside wood deck steps in the yard",25,8,2,1,"1.61",NA,1,"1.3",NA,1,"1.3",NA,0,0,1,0,0,0,NA
111949,"annual_2022","2022-07-14",0,NA,"Inside the house between the 1st and 2nd level. Carpeted.",18,15,2,1,"2.88",NA,1,"1.90",NA,1,"1.71",NA,1,0,1,1,0,0,NA
111949,"annual_2023","2023-05-07",1,0,"Inside the house between 1st and 2nd floor",18,16,2,1,"2.03",NA,1,"2.06",NA,1,"2.53",NA,1,0,1,0,0,0,NA
112038,"annual_2022","2022-07-20",0,NA,"Concrete steps in the front yard between my house and the neighbor's. Georgie is dragging a light long line for safety.",14,9,1,1,"0.91",NA,1,"1.00",NA,1,"0.98",NA,1,0,1,0,0,0,NA
112038,"annual_2023","2023-05-11",1,0,"Front yard, concrete steps",14,9,3,1,".89",NA,1,".98",NA,1,".94",NA,1,0,1,0,0,0,NA
112086,"annual_2023","2023-05-30",0,NA,"This set of stairs is inside our home and carpeted.",19,12,1,1,"2.03",NA,1,"1.75",NA,1,"1.41",NA,1,0,1,0,0,0,NA
112120,"annual_2022","2022-06-27",1,0,"Inside house, carpet",18,8,4,1,"3.0",NA,1,"1.65",NA,1,"2.00",NA,1,0,0,0,0,0,NA
112120,"annual_2023","2023-05-15",1,0,"inside house",20.5,9,2,1,"1.80",NA,1,"1.48",NA,1,"1.6",NA,1,0,0,0,0,0,NA
112126,"annual_2023","2023-06-05",1,0,"inside house, wood stairs.",19.5,12,2,1,"01.60",NA,1,"1.98",NA,1,"2.02",NA,1,0,0,0,0,0,NA
112292,"annual_2023","2023-05-19",0,NA,"outdoor stairs in a park nearby, wood",20.5,11,1,1,"2.66",NA,1,"2.56",NA,1,"3.01",NA,0,0,0,0,1,0,NA
112301,"annual_2023","2023-06-06",1,0,"inside my house, carpet treads on wood",18,14,1,1,"3.16",NA,1,"2.35",NA,1,"2.34",NA,1,0,1,0,0,0,NA
112379,"annual_2023","2023-05-29",0,NA,"yard, wood",19.5,8,4,1,"1.10",NA,1,"0.80",NA,1,"0.84",NA,0,1,0,0,0,0,NA
112387,"annual_2023","2023-06-04",1,0,"Inside my house, carpeted staircase from 1st to 2nd floor",20,14,1,1,"2.31",NA,1,"3.8",NA,0,NA,"Dog has not been feeling well, and did not want to do too much.",1,0,1,0,0,0,NA
112604,"annual_2023","2023-06-04",1,0,"outdoor staircase at my apartment",16,19,2,1,"2.27",NA,1,"2.49",NA,1,"2.33",NA,0,1,1,0,0,0,NA
112628,"annual_2023","2023-06-02",1,0,"Home steps to second floor",18,11,2,1,"1.90",NA,1,"2.00",NA,1,"1.70",NA,1,0,1,0,0,0,NA
112698,"annual_2023","2023-05-29",0,NA,"Carpeted stairs in guest house.",23,8,1,1,"1.45",NA,0,NA,"One and done",0,NA,"One and done",0,0,1,0,0,0,NA
112828,"annual_2022","2022-07-09",1,0,"inside my house, hardwood stairs",20.5,13,3,1,"1.7",NA,1,"1.72",NA,1,"1.69",NA,1,0,0,0,0,0,NA
112834,"annual_2023","2023-05-29",0,NA,"Inside my house from the basement to the main floor",19,9,1,1,"3.10",NA,1,"2.90",NA,1,"2.44",NA,1,0,0,0,0,0,NA
112861,"annual_2022","2022-07-18",0,NA,"Inside my house, from the basement to main floor; carpeted.",21,14,2,1,"1.28",NA,1,"1.72",NA,1,"1.9",NA,1,0,0,0,0,0,NA
112861,"annual_2023","2023-04-23",1,0,"Carpeted steps inside house from basement to main floor.  Top landing is hardwood.",20.5,14,1,1,"01.46",NA,1,"01.46",NA,1,"01.79",NA,1,0,0,0,0,0,NA
112931,"annual_2023","2023-05-29",1,0,"Inside my house. Hardwood surface.",19.5,18,1,1,"3.56",NA,1,"3.51",NA,1,"3.51",NA,1,0,0,0,0,0,NA
112975,"annual_2023","2023-05-15",1,0,"Carpet , inside my house",19,8,1,1,"1.38",NA,1,"1.33",NA,1,"1.35",NA,0,1,0,0,0,0,NA
112982,"annual_2022","2022-07-04",1,0,"Carpeted, indoor inside my house",19,13,2,1,"2.15",NA,1,"2.13",NA,1,"2.4",NA,0,0,1,0,0,0,NA
112989,"annual_2023","2023-05-20",0,NA,"Front stairs in my house, carpet",17,17,3,1,"2.51",NA,1,"2.26",NA,1,"2.47",NA,1,0,1,0,0,0,NA
113026,"annual_2023","2023-05-29",0,NA,"In my house, carpeted.",17,13,3,1,"1.50",NA,1,"1.48",NA,1,"1.27",NA,1,0,0,0,0,0,NA
113085,"annual_2022","2022-07-24",1,0,"Inside my house, carpeted",18,10,5,1,"1.66",NA,1,"1.81",NA,1,"1.55",NA,1,0,1,0,0,0,NA
113183,"annual_2023","2023-05-20",0,NA,"inside my house, carpeted stairs from basement garage door up to the kitchen",19.5,11,1,1,"2.10",NA,1,"1.83",NA,1,"2.18",NA,1,0,1,0,0,0,NA
113219,"annual_2023","2023-05-21",0,NA,"our garage stairs",18,10,1,1,"1.29",NA,1,"0.85",NA,1,"1.14",NA,1,0,0,0,0,0,NA
113296,"annual_2023","2023-06-03",0,NA,"Inside my house; carpeted",18,15,2,1,"2.55",NA,1,"3.11",NA,1,"3.00",NA,1,0,0,0,0,0,NA
113366,"annual_2022","2022-07-24",0,NA,"Inside my house, hardwood with carpeted treads",21,13,3,1,"4.00",NA,1,"4.50",NA,1,"3.00",NA,1,0,1,1,0,0,NA
113399,"annual_2023","2023-05-04",1,0,"center hallway-straight up. Carpeted",20.5,15,2,1,"2.88",NA,1,"2.92",NA,1,"2.75",NA,1,0,0,0,0,0,NA
113405,"annual_2022","2022-07-17",1,0,"Inside my house, made of carpet",21,13,2,1,"1.88",NA,1,"1.68",NA,1,"1.72",NA,1,0,1,0,0,0,NA
113444,"annual_2023","2023-06-04",0,NA,"Inside a family home, carpet runner on hardwood, going from half landing to the top of the stairs",16.5,10,2,1,"2.21",NA,1,"1.38",NA,1,"1.2",NA,0,0,1,0,0,0,NA
113477,"annual_2023","2023-06-04",1,0,"Stairs next to pond",15,12,1,1,"2.91",NA,1,"3.07",NA,1,"3.23",NA,0,1,0,0,0,0,NA
113507,"annual_2023","2023-05-06",1,0,"outside our house, cement",18,9,2,0,NA,"he would not continue going up the stairs no matter the reward we offered",0,NA,"he would not continue going up the stairs no matter the reward we offered",0,NA,"he would not continue going up the stairs no matter the reward we offered",1,0,0,0,0,0,NA
113644,"annual_2022","2022-08-08",0,NA,"basement stairs at my house - painted wood with non-slip treads",19,13,1,1,"2.01",NA,1,"2.99",NA,1,"2.04",NA,1,0,1,0,0,0,NA
113704,"annual_2022","2022-07-19",1,0,"7 carpeted steps in the house going up to the second floor",20,7,1,1,"1.64",NA,1,"1.08",NA,1,"1.46",NA,1,0,0,0,0,0,NA
113892,"annual_2022","2022-06-25",1,0,"Inside my house, carpet.",8.5,15,3,1,"2.91",NA,1,"2.72",NA,1,"2.96",NA,1,0,1,0,0,0,NA
113892,"annual_2023","2023-05-13",1,0,"inside my house wood floor, with carpeted grip mats on. each step.",19,15,1,1,"2.85",NA,1,"2.24",NA,1,"2.54",NA,0,1,1,0,0,0,NA
113965,"annual_2023","2023-06-05",1,0,"wood stairs to my porch",20.5,4,3,1,"2.1",NA,1,"1.5",NA,1,"1.8",NA,0,0,0,0,1,0,NA
113970,"annual_2023","2023-05-11",1,0,"inside house",19,14,3,1,"2.12",NA,1,"2.49",NA,1,"1.65",NA,0,0,1,0,0,0,NA
114006,"annual_2023","2023-05-08",0,NA,"Main to Second floor, wood",18.5,16,2,1,"1.85",NA,1,"2.20",NA,0,NA,"Timer didn't start! Rehit, but ended up with incorrect time of 1.20.",1,0,1,0,0,0,NA
114086,"annual_2023","2023-05-29",1,0,"Stairs to my 2nd floor apartment, carpet.",15,9,1,1,"2.85",NA,1,"3.01",NA,1,"2.88",NA,0,1,1,0,0,0,NA
114092,"annual_2023","2023-05-09",1,0,"outside my house from 2nd story deck to fenced backyard. flooring is wood planks.",19,11,2,1,"1.83",NA,1,"1.12",NA,1,"0.45",NA,0,1,0,0,0,0,NA
114105,"annual_2023","2023-06-02",1,0,"outdoor parking garage, concrete surface",16.5,17,3,1,"2.4",NA,0,NA,"dog ran before timing began",1,"2.3",NA,1,0,0,0,0,0,NA
114113,"annual_2023","2023-05-27",0,NA,"Pressure-treated wood steps, from my backyard to my deck.",18,13,1,1,"1.15",NA,1,"1.25",NA,1,"1.31",NA,1,0,0,0,0,0,NA
114133,"annual_2023","2023-05-28",0,NA,"Home",18,16,3,1,"1.75",NA,1,"1.36",NA,1,"1.58",NA,1,0,1,0,0,0,NA
114137,"annual_2023","2023-05-07",0,NA,"Carpeted inside staircase between lower and upper levels. The upper level is wood while the actual stairs are carpeted.",18,13,3,1,"1.81",NA,1,"1.75",NA,1,"1.61",NA,1,0,1,0,0,0,NA
114211,"annual_2023","2023-05-24",1,0,"inside my house",20,8,3,1,"1.6",NA,1,"1.5",NA,1,"1.6",NA,0,1,1,1,0,0,NA
114268,"annual_2023","2023-05-14",0,NA,"Concrete steps outside leading up to the front door of the house.",18,8,3,1,"2.31",NA,1,"2.21",NA,1,"1.96",NA,1,0,1,0,0,0,NA
114333,"annual_2023","2023-06-03",0,NA,"Concrete stairway in apartment building",15,9,3,1,"1.35",NA,1,"1.51",NA,1,"1.48",NA,1,0,1,0,0,0,NA
114356,"annual_2023","2023-06-04",0,NA,"Carpeted indoor stairs",20,13,3,0,NA,"I didn't hit the stopwatch on time!",1,"4.58",NA,1,"3.49",NA,1,0,0,0,0,0,NA
114419,"annual_2023","2023-05-25",1,0,"The stairs are made of concrete and provide access to the commuter rail station in my community.",18,12,2,1,"2.24",NA,1,"2.13",NA,1,"2.35",NA,0,0,1,0,0,0,NA
114477,"annual_2023","2023-06-08",1,0,"downstairs stairs. carpeted.",19,16,1,1,"1.80",NA,1,"1.79",NA,1,"1.66",NA,1,0,1,0,0,0,NA
114602,"annual_2023","2023-06-04",0,NA,"Indoor home stairs. Carpeted. Very familiar to the dog.",17,9,2,1,"1.10",NA,1,"1.01",NA,1,"1.05",NA,0,1,0,0,0,0,NA
114906,"annual_2022","2022-06-30",0,NA,"outside my house, concrete",28,8,1,1,"4.2",NA,1,"3.6",NA,1,"5.0",NA,1,0,0,0,0,0,NA
114972,"annual_2023","2023-05-17",1,0,"access to back yard off deck surface artificial decking",20.5,11,3,1,"02.05",NA,1,"01.95",NA,1,"01.65",NA,1,0,1,0,0,0,NA
115002,"annual_2023","2023-05-19",1,0,"Inside my house",18.5,12,1,1,"1.90",NA,1,"2.39",NA,1,"2.25",NA,1,0,1,0,0,0,NA
115012,"annual_2023","2023-05-18",1,0,"Inside my house",20,8,2,1,"1.41",NA,1,"1.10",NA,1,"1.43",NA,1,0,0,0,0,0,NA
115077,"annual_2023","2023-05-23",1,0,"inside my house, wood with fabric treads",20.5,8,4,1,"03.10",NA,1,"02.09",NA,1,"03.06",NA,1,0,1,0,0,0,NA
115121,"annual_2023","2023-05-27",1,0,"My house",20,8,3,1,"1.04",NA,1,"1.39",NA,1,"1.41",NA,1,0,0,0,0,0,NA
115390,"annual_2023","2023-06-03",0,NA,"These are my deck stairs that extend down into my back yard, typical wood construction with a railing on either side.",18.5,14,3,1,"1.71",NA,1,"1.73",NA,1,"1.79",NA,1,0,1,0,0,0,NA
115435,"annual_2023","2023-05-31",1,0,"Carpeted stairs inside my house.",18,11,1,1,"135",NA,1,"153",NA,1,"155",NA,1,0,0,0,0,0,NA
115452,"annual_2023","2023-06-06",1,0,"inside my house",20.5,14,3,1,"3.25",NA,1,"3.64",NA,1,"3.39",NA,1,0,1,0,0,0,NA
115531,"annual_2023","2023-06-06",1,0,"stairs of deck on house",20.5,8,4,1,"2.54",NA,1,"3.49",NA,1,"2.38",NA,1,0,1,0,0,0,NA
115610,"annual_2023","2023-06-05",1,0,"Inside the house with carpet",19.5,8,1,1,"1.14",NA,1,"1.12",NA,1,"1.14",NA,1,0,0,0,0,0,NA
115640,"annual_2023","2023-06-04",1,0,"Inside house - carpeted",15,12,1,1,"3",NA,1,"3",NA,1,"3",NA,0,1,0,0,0,0,NA
115652,"annual_2022","2022-06-22",1,0,"Inside my house  Carpet",19,8,1,1,"3.46",NA,1,"3.44",NA,1,"2.96",NA,1,0,0,0,0,0,NA
116040,"annual_2023","2023-05-23",0,NA,"Inside my house, carpet runner on hardwood.",18.5,15,5,1,"1.29",NA,1,"1.06",NA,1,"1.25",NA,1,1,1,0,0,0,NA
116112,"annual_2023","2023-05-20",1,0,"in house to upstairs, wooden",19.5,13,3,1,"1.97",NA,1,"2.01",NA,1,"1.52",NA,1,0,1,0,0,0,NA
116202,"annual_2023","2023-05-29",0,NA,"Inside my house  Carpet",19,9,2,1,"1.80",NA,1,"1.73",NA,1,"1.75",NA,1,0,0,0,0,0,NA
116310,"annual_2022","2022-07-25",0,NA,"Stairs right outside of my work",15,9,3,1,"2.18",NA,1,"1.88",NA,1,"1.78",NA,0,0,1,0,0,0,NA
116334,"annual_2023","2023-06-05",0,NA,"Carpeted stairs in the house on Alturas.",20,12,3,1,"1.25",NA,1,"1.31",NA,1,"1.28",NA,1,0,0,0,0,0,NA
116555,"annual_2023","2023-06-04",0,NA,"In my house.",19,13,3,1,"2.45",NA,1,"1.93",NA,1,"2.97",NA,1,0,0,0,0,0,NA
116624,"annual_2023","2023-05-06",1,0,"Inside my house, hardwood",21.5,13,5,1,"4.25",NA,1,"4.32",NA,1,"4.45",NA,1,0,1,0,0,0,NA
116630,"annual_2022","2022-07-20",1,0,"Concrete in an apartment complex",17,19,3,1,"5.13",NA,1,"4.98",NA,1,"5.10",NA,0,0,1,0,0,0,NA
116686,"annual_2023","2023-06-11",1,0,"inside my house, carpeted",7,13,3,1,"2.69",NA,1,"3.86",NA,1,"3.36",NA,0,0,1,0,0,0,NA
116721,"annual_2023","2023-06-02",1,0,"inside my house",20.5,8,3,1,"1.86",NA,1,"1.86",NA,1,"1.86",NA,1,0,0,0,0,0,NA
116856,"annual_2023","2023-05-25",0,NA,"inside my home on carpeted steps",21.5,14,1,1,"1.97",NA,1,"2.57",NA,1,"2.44",NA,1,0,0,0,0,0,NA
116877,"annual_2023","2023-06-04",1,0,"Inside my house - Carpet",20,12,1,1,"1.58",NA,1,"1.78",NA,1,"1.58",NA,0,1,0,0,0,0,NA
117048,"annual_2023","2023-05-29",1,0,"outside my home, wood",20.5,8,4,1,"1.03",NA,1,"1.01",NA,1,"1.19",NA,0,1,0,0,0,0,NA
117170,"annual_2023","2023-06-04",1,0,"stairs in our house between first and second floors. wood.",19,16,3,1,"2.98",NA,1,"3.21",NA,1,"3.13",NA,1,0,1,1,0,0,NA
117171,"annual_2023","2023-06-06",0,NA,"wooden stairs inside my house",19.5,14,1,1,"7.22",NA,1,"6.22",NA,1,"6.93",NA,1,0,1,0,0,0,NA
117191,"annual_2023","2023-05-05",1,0,"The stairs are the emergency stairwell in our apartment (6 flights up).",20.5,20,3,1,"3.2",NA,1,"3.1",NA,1,"3.1",NA,0,0,1,1,0,0,NA
117218,"annual_2023","2023-06-04",1,0,"inside condo building, tile flooring",18,8,1,1,"6.56",NA,1,"5.75",NA,1,"6.03",NA,1,0,1,0,0,0,NA
117249,"annual_2023","2023-06-05",0,NA,"Inside the house, wood.",19,8,3,1,"1.89",NA,1,"1.80",NA,1,"1.60",NA,1,0,1,0,0,0,NA
117253,"annual_2022","2022-06-27",1,0,"Inside my house,  wood",18.5,8,1,1,"1.38",NA,1,"1.51",NA,1,"1.46",NA,1,0,0,0,0,0,NA
117284,"annual_2023","2023-06-01",1,0,"insde my house. Carpet runners on wood stairs",18,11,1,1,"4.5",NA,1,"5.2",NA,1,"5.9",NA,0,0,1,0,0,0,NA
117417,"annual_2023","2023-05-20",1,0,"Inside my house, carpet stairs.",20,13,3,1,"2.90",NA,1,"2.50",NA,1,"2.23",NA,1,0,0,0,0,0,NA
117448,"annual_2023","2023-05-06",0,NA,"Inside house with carpet. 90 degree turn at step 11",18,17,2,1,"1.90",NA,1,"1.89",NA,1,"2.01",NA,1,0,0,0,0,0,NA
117474,"annual_2023","2023-05-18",0,NA,"inside the house, carpeted.",18,13,1,1,"1.92",NA,1,"1.90",NA,1,"1.77",NA,1,0,0,0,0,0,NA
117498,"annual_2023","2023-06-08",1,0,"Front steps to our house made of brick",18,8,2,1,"1.8",NA,1,"1.7",NA,1,"1.8",NA,0,0,1,0,0,0,NA
117552,"annual_2022","2022-07-17",0,NA,"Inside a house and carpet",19,14,2,1,".94",NA,1,".95",NA,1,".94",NA,0,1,0,0,0,0,NA
117596,"annual_2023","2023-05-07",0,NA,"Inside my house, carpet",19,9,2,1,"1.28",NA,1,"1.04",NA,1,"1.12",NA,1,0,0,0,0,0,NA
117599,"annual_2023","2023-06-08",1,0,"Inside my house",18.5,8,2,1,"6.83",NA,1,"6.74",NA,1,"6.81",NA,0,0,1,0,0,0,NA
117673,"annual_2023","2023-05-31",1,0,"In my house and are carpeted.",8,12,3,1,"4.5",NA,1,"4.6",NA,1,"4.5",NA,1,0,0,0,0,0,NA
117714,"annual_2023","2023-05-15",0,NA,"Carpeted stairs from first floor to living space",19.5,15,3,1,"1.42",NA,1,"1.71",NA,1,"1.35",NA,1,0,0,0,0,0,NA
117716,"annual_2022","2022-07-06",0,NA,"Inside my house/carpet flooring",18,9,3,1,"1.99",NA,1,"1.85",NA,1,"2.02",NA,1,0,1,0,0,0,NA
117719,"annual_2023","2023-05-27",0,NA,"outside cement stairs at park in shaded area in morning",15,13,5,1,"2.80",NA,1,"2.19",NA,1,"1.98",NA,1,0,0,0,0,0,NA
117738,"annual_2023","2023-05-21",0,NA,"Hardwood stairs in my sister's home.",20.5,11,5,1,"2.16",NA,1,"2.18",NA,1,"2.23",NA,0,0,1,0,0,0,NA
117777,"annual_2023","2023-06-08",1,0,"Inside my house leading to the second floor. Hardwood flooring",19.5,14,3,1,"3.34",NA,1,"3.56",NA,1,"4.31",NA,1,0,1,0,0,0,NA
117807,"annual_2023","2023-06-07",0,NA,"inside my house. non skid on wood",18,15,3,1,"01.85",NA,1,"01.59",NA,1,"01.48",NA,0,0,1,0,0,0,NA
117823,"annual_2023","2023-05-21",0,NA,"Concrete at my sisters place",7,18,1,1,"2",NA,1,"1.3",NA,1,"1.3",NA,0,0,0,0,1,0,NA
117848,"annual_2023","2023-05-25",0,NA,"My deck, wood",19,9,2,1,"1.51",NA,1,"1.83",NA,1,"1.60",NA,1,0,0,0,0,0,NA
117913,"annual_2023","2023-05-27",0,NA,"Inside my house.  Carpet.",20,13,2,1,"1.53",NA,1,"1.37",NA,1,"1.47",NA,1,0,0,0,0,0,NA
117950,"annual_2022","2022-07-08",1,0,"concrete, painted stairs in my apartment building",20.5,8,5,1,"3.25",NA,1,"2.95",NA,1,"2.97",NA,1,0,1,0,0,0,NA
117959,"annual_2023","2023-05-22",0,NA,"composite stairs to back deck",17,12,3,1,"2",NA,1,"1.73",NA,1,"1.76",NA,1,0,1,0,0,0,NA
117969,"annual_2023","2023-04-27",1,0,"second set of stairs to second floor inside my house wood flooring",18,9,4,1,"1.98",NA,1,"1.63",NA,1,"1.96",NA,1,0,0,0,0,0,NA
117983,"annual_2023","2023-06-04",0,NA,"in my yard, wood",20,8,2,1,"1.40",NA,0,NA,"Completed in 1,78, but stumbled on one stair",0,NA,"Completed in 2.08, but stumbled on same stair as second trial.",1,0,1,0,0,0,NA
117993,"annual_2023","2023-05-19",1,0,"Carpeted stairs inside my home",18,8,2,1,"1.96",NA,1,"1.06",NA,1,"1.44",NA,1,0,0,0,0,0,NA
118025,"annual_2023","2023-05-07",1,0,"outdoor wood steps in backyard, no risers",16.5,10,1,1,"1.55",NA,1,"1.74",NA,1,"1.36",NA,1,0,0,0,0,0,NA
118027,"annual_2023","2023-05-11",1,1,"inside house, carpet",18,14,1,1,"3.90",NA,1,"3.40",NA,1,"3.15",NA,1,0,0,0,0,0,NA
118045,"annual_2023","2023-05-12",1,1,"inside my house",18.5,15,3,1,"10.56",NA,1,"9.78",NA,1,"10.23",NA,0,0,1,0,0,0,NA
118091,"annual_2023","2023-06-08",1,0,"At park. Concrete.",15,10,3,1,"1.41",NA,1,"1.23",NA,1,"1.36",NA,0,1,0,0,0,0,NA
118204,"annual_2022","2022-07-13",0,NA,"Inside of my home, Willow uses them everyday.",23,8,1,1,"1.25",NA,1,"1",NA,1,"1.03",NA,0,0,1,0,0,0,NA
118218,"annual_2023","2023-05-04",1,0,"Inside my house 1st to 2nd floor",19,13,2,1,"1.98",NA,1,"1.86",NA,1,"2.27",NA,1,0,1,0,0,0,NA
118227,"annual_2023","2023-05-27",1,0,"stairs in house (1914) from Margie's office up to bedroom level.",19,12,2,1,"3.23",NA,1,"3.11",NA,1,"2.80",NA,1,0,0,0,0,0,NA
118282,"annual_2023","2023-04-30",1,0,"inside our house",17,14,1,1,"1.5",NA,1,"1.7",NA,1,"1.2",NA,0,1,0,0,0,0,NA
118304,"annual_2023","2023-06-09",0,NA,"carpeted stairs in a hallway at a friend's house",15,8,1,1,"02.83",NA,0,NA,"I was not in a location where we could do it more than one time. Also, it is not easy to find a flight of 8 stairs where I live.",0,NA,"I was not in a location where we could do it more than one time. Also, it is not easy to find a flight of 8 stairs where I live.",0,0,1,0,0,0,NA
118309,"annual_2023","2023-06-05",0,NA,"Inside my house  Wood",20,9,3,1,"3.47",NA,1,"4.5",NA,1,"3.03",NA,1,0,0,0,0,0,NA
118385,"annual_2023","2023-05-09",1,0,"Inside our home -  carpet covered",18,10,3,1,"01.28",NA,1,"01.29",NA,1,"01.28",NA,1,0,0,0,0,0,NA
118391,"annual_2023","2023-05-29",1,0,"In my home, carpet on the way to the second floor of our home. Sadie uses these stairs regularly.",20,12,2,1,"2.31",NA,1,"2.34",NA,1,"2.35",NA,1,0,0,0,0,0,NA
118405,"annual_2023","2023-05-17",0,NA,"Inside my hours, carpet",19,8,1,1,"1.18",NA,1,"1.13",NA,1,"1.21",NA,1,0,0,0,0,0,NA
118418,"annual_2023","2023-06-04",1,0,"These are steps from the backyard to the upper deck. They are wood.  The bottom landing is concrete, the upper landing is a vinyl-type coating.",18,12,5,1,"1.64",NA,1,"1.40",NA,1,"1.46",NA,1,0,0,0,0,0,NA
118421,"annual_2023","2023-06-06",0,NA,"stairs to bedrooms",19,15,3,1,"3.17",NA,1,"3.71",NA,1,"4.01",NA,1,0,1,0,0,0,NA
118453,"annual_2023","2023-05-28",1,0,"The stairs are at my cabin and they are carpet.",20,11,4,1,"1.52",NA,1,"1.23",NA,1,"1.27",NA,0,1,1,0,0,0,NA
118485,"annual_2023","2023-05-23",0,NA,"Wood stairs with indoor/outdoor carpet we routinely use to go down to mother-in-law type basement., where W/D is and work out room.",20.5,8,1,1,"1.71",NA,1,"1.68",NA,1,"1.65",NA,1,0,0,0,0,0,NA
118508,"annual_2022","2022-07-14",1,0,"In my house",18.5,17,1,1,"2.26",NA,1,"2.35",NA,1,"2.57",NA,0,0,1,0,0,0,NA
118508,"annual_2023","2023-04-30",1,0,"In my house",18,17,1,1,"2.86",NA,1,"2.3",NA,1,"1.95",NA,0,0,0,0,0,1,"Ran with her"
118533,"annual_2022","2022-06-25",0,NA,"inside my house from finished basement to main level. Carpeted except for top and bottom landing, which are stonework.",19,13,3,1,"3.13",NA,1,"1.71",NA,1,"1.80",NA,1,0,1,0,0,0,NA
118533,"annual_2023","2023-05-06",1,0,"inside home",18,13,3,1,"1.61",NA,1,"1.41",NA,1,"1.74",NA,1,0,1,0,0,0,NA
118535,"annual_2023","2023-05-05",1,0,"Inside my house",17,14,2,1,"3.31",NA,1,"3.38",NA,1,"4.01",NA,1,0,1,0,0,0,NA
118556,"annual_2023","2023-05-24",0,NA,"Inside our house, fully carpeted.",19,14,3,1,".78",NA,1,".80",NA,1,"1.05",NA,0,0,1,0,0,0,NA
118561,"annual_2023","2023-05-06",1,0,"Inside house. Carpeted steps.",18,14,1,1,"1.28",NA,1,"1.41",NA,1,"1.77",NA,1,0,0,0,0,0,NA
118572,"annual_2023","2023-06-06",1,0,"Inside the house",20.5,13,3,1,"2.18",NA,1,"2.13",NA,1,"2.23",NA,0,0,0,1,0,0,NA
118659,"annual_2023","2023-05-27",0,NA,"Concrete stairs outside our front door.",16,9,2,1,"1.34",NA,1,"1.32",NA,1,"1.64",NA,1,0,0,0,0,0,NA
118667,"annual_2023","2023-05-03",0,NA,"inside my house  carpet",19,15,2,1,"3.86",NA,1,"3.42",NA,1,"3.72",NA,1,0,0,0,0,0,NA
118680,"annual_2023","2023-05-28",0,NA,"in house, carpet",17,15,5,1,"2.22",NA,1,"2.27",NA,1,"2.24",NA,0,0,1,0,0,0,NA
118712,"annual_2023","2023-05-22",1,0,"in our apartment building",18,8,3,1,"04",NA,1,"04",NA,1,"04",NA,1,0,1,0,0,0,NA
118788,"annual_2023","2023-05-22",1,0,"wooden beach steps",21.5,22,3,1,"4.62",NA,1,"3.83",NA,1,"3.64",NA,1,0,1,0,0,0,NA
118800,"annual_2022","2022-06-21",1,0,"Inside the house. Wooden stairs with a carpet runner",19.5,13,3,1,"5.1",NA,1,"3.59",NA,1,"2.56",NA,0,0,1,0,0,0,NA
118800,"annual_2023","2023-05-10",1,0,"in our house, wood stairs with carpet runner",20,13,1,1,"2.11",NA,1,"2.11",NA,1,"1.99",NA,0,1,0,0,0,0,NA
118817,"annual_2023","2023-06-08",0,NA,"Foyer stairs in my house. Wood with carpet runner in center.",20.5,17,2,1,"2.7",NA,1,"3.06",NA,1,"2.95",NA,1,0,1,0,0,0,NA
118847,"annual_2023","2023-06-15",0,NA,"Inside house on carpet",35.5,12,3,1,"1.56",NA,1,"2.92",NA,1,"1.95",NA,1,0,1,0,0,0,NA
118955,"annual_2023","2023-05-21",0,NA,"Basement steps in my home, wood with rubber treads.",18.5,13,2,1,"02.46",NA,1,"02.5",NA,1,"02.34",NA,1,0,0,0,0,0,NA
118969,"annual_2023","2023-05-14",0,NA,"Inside my house",20.5,14,2,1,"2.51",NA,1,"2.53",NA,1,"4.05",NA,1,0,1,0,0,0,NA
118976,"annual_2023","2023-06-04",0,NA,"Inside my house, carpeted",18.5,14,2,1,"1.65",NA,1,"1.37",NA,1,"1.43",NA,1,0,0,0,0,0,NA
119010,"annual_2023","2023-05-21",0,NA,"in my house, wood with a rug",17,8,2,1,"1.32",NA,1,"1.20",NA,1,"1.06",NA,1,0,0,0,0,0,NA
119030,"annual_2023","2023-05-29",0,NA,"Gebron, top half",19,8,1,1,"1.16",NA,0,NA,"false start",1,"1.15",NA,0,1,0,0,0,0,NA
119032,"annual_2023","2023-04-29",1,0,"Inside my house, has carpeting",21,14,4,1,"3.65",NA,1,"3.55",NA,1,"3.33",NA,0,0,1,0,0,0,NA
119140,"annual_2023","2023-05-22",0,NA,"inside home carpeted",19,15,3,1,"2.92",NA,1,"2.89",NA,1,"2.99",NA,0,0,1,0,0,0,NA
119147,"annual_2023","2023-06-08",0,NA,"Inside carpeted stairs to 2nd floor landing",18,8,1,1,"1.98",NA,1,"1.95",NA,1,"2.12",NA,1,0,0,0,0,0,NA
