"dog_id","Sample_Year","DAP_Sample_ID","krt_urine_col_meth","krt_urine_volume","krt_urine_transparency","krt_urine_sg","krt_urine_glucose","krt_urine_bilirubin","krt_urine_ketones","krt_urine_blood_hbg","krt_urine_ph","krt_urine_protien","krt_urine_wbc_hpf","krt_urine_rbc_hpf","krt_urine_squamous_hpf","krt_urine_urothelial_hpf","krt_urine_casts","krt_urine_casts_2","krt_urine_casts_3","krt_urine_casts_lpf","krt_urine_casts_lpf_2","krt_urine_casts_lpf_3","krt_urine_crystals","krt_urine_crystals_2","krt_urine_crystals_3","krt_urine_crystals_hpf","krt_urine_crystals_hpf_2","krt_urine_crystals_hpf_3","krt_urine_amorph_debris_hpf","krt_urine_bacteria","krt_urine_fat_hpf","krt_urine_color","krt_urine_test_comments"
100035,"precision_2","100035-precision_2-Urine","Cystocentesis",">3 mL","Flocculent","1.053","Negative","Negative","Negative","Negative",8.5,"3+","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,NA,"Many","Yellow","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture."
100242,"precision_1","100242-precision_1-Urine","Free Catch",">3 mL","Hazy","1.042","Negative","1+","Negative","Negative",7,"Trace","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
100242,"precision_2","100242-precision_2-Urine","Unknown","1-3 mL","Cloudy","1.040","Negative","1+","Negative","Negative",8.5,"1+","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,NA,"Many","Straw","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture. "
100262,"precision_1","100262-precision_1-Urine","Free Catch","1-3 mL","Clear","1.058","Negative","1+","Negative","Negative",6,"Negative","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Few","Yellow","Checked by CW"
100262,"precision_2","100262-precision_2-Urine","Cystocentesis",">3 mL","Flocculent","1.039","Negative","1+","Negative","Negative",7.5,"Trace","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"Many","Straw",NA
100293,"precision_1","100293-precision_1-Urine","Free Catch","1-3 mL","Slightly Hazy","1.053","Negative","1+","Negative","Negative",6,"Negative","3-6","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Few","Yellow","Checked by CW"
100293,"precision_2","100293-precision_2-Urine","Free Catch",">3 mL","Slightly Hazy","1.058","Negative","Negative","Negative","Negative",6,"Trace","6-10","None Observed","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Dark Yellow",NA
100369,"precision_1","100369-precision_1-Urine","Unknown","1-3 mL","Cloudy","1.044","Negative","1+","Negative","Negative",6,"Trace","0-3","None Observed","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Straw","Icto positive "
100369,"precision_2","100369-precision_2-Urine","Cystocentesis",">3 mL","Slightly Hazy","1.047","Negative","Negative","Negative","Negative",6,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
100383,"precision_1","100383-precision_1-Urine","Free Catch","1-3 mL","Clear","1.019","Negative","Negative","Negative","Negative",7.5,"Negative","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Degenerating",NA,NA,"Rare",NA,NA,NA,NA,"Few","Yellow",NA
100506,"precision_1","100506-precision_1-Urine","Cystocentesis","1-3 mL","Flocculent","1.050","Negative","1+","Negative","Negative",8.5,"3+","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,"None Observed","Many","Dark Straw",NA
100506,"precision_2","100506-precision_2-Urine","Cystocentesis",">3 mL","Hazy","1.054","Negative","1+","Negative","Trace",8.5,"2+","None Observed","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Rare",NA,NA,NA,NA,"Many","Straw",NA
100652,"precision_1","100652-precision_1-Urine","Free Catch",">3 mL","Cloudy","1.044","Negative","Negative","Negative","2+",7,"1+","Too Numerous to Count","10-20","3-6","3-6","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"Cocci","Many","Dark Straw","Checked by EJ"
100652,"precision_2","100652-precision_2-Urine","Free Catch",">3 mL","Hazy","1.036","Negative","Negative","Negative","Negative",6.5,"Trace","3-6","None Observed","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Dark Straw",NA
100656,"precision_1","100656-precision_1-Urine","Free Catch",">3 mL","Clear","1.038","Negative","Negative","Negative","Negative",7,"Trace","0-3","3-6","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Straw",NA
100703,"precision_1","100703-precision_1-Urine","Free Catch",">3 mL","Flocculent","1.029","Negative","Negative","Negative","Negative",8,"Negative","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Degenerating","Struvite",NA,"Rare","Rare",NA,NA,NA,"Many","Straw",NA
100703,"precision_2","100703-precision_2-Urine","Free Catch",">3 mL","Hazy","1.042","Negative","Negative","Negative","Negative",7,"Trace","3-6","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw",NA
100707,"precision_1","100707-precision_1-Urine","Free Catch","1-3 mL","Slightly Hazy","1.025","Negative","1+","Negative","Negative",7.5,"Negative","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Moderate","Yellow","Bilirubin verified by ictotest."
100707,"precision_2","100707-precision_2-Urine","Free Catch",">3 mL","Slightly Hazy","1.032","Negative","Negative","Negative","Negative",7.5,"Negative","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Yellow",NA
101018,"precision_1","101018-precision_1-Urine","Free Catch","1-3 mL","Clear","1.048","Negative","1+","Negative","Negative",6.5,"Trace","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Bilirubin",NA,NA,"Rare",NA,NA,NA,NA,"None Observed","Yellow",NA
101018,"precision_2","101018-precision_2-Urine","Free Catch",">3 mL","Flocculent","1.045","Negative","1+","Negative","Negative",8,"1+","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,NA,"Many","Yellow","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture. "
101053,"precision_1","101053-precision_1-Urine","Cystocentesis",">3 mL","Hazy","1.040","Negative","1+","Negative","Negative",6,"Negative","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
101073,"precision_1","101073-precision_1-Urine","Free Catch",">3 mL","Clear","1.009","Negative","Negative","Negative","Negative",7,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Pale Straw","Rare Eimeria sp. seen. "
101871,"precision_1","101871-precision_1-Urine","Free Catch",">3 mL","Flocculent","1.047","Negative","1+","Negative","Negative",7,"1+","0-3","0-3","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,"None Observed","Few","Yellow","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals or with storage. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture."
101871,"precision_2","101871-precision_2-Urine","Free Catch",">3 mL","Flocculent","1.049","Negative","1+","Negative","Negative",7,"Trace","0-3","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,NA,"Few","Yellow","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture. "
102020,"precision_1","102020-precision_1-Urine","Voided",">3 mL","Slightly Hazy","1.040","Negative","Negative","Negative","Negative",6,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Pale Yellow",NA
102048,"precision_1","102048-precision_1-Urine","Cystocentesis","1-3 mL","Clear","1.047","Negative","1+","Negative","Negative",8,"Trace","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
102105,"precision_1","102105-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.047","Negative","Negative","Negative","Negative",6,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Straw",NA
102197,"precision_1","102197-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.029","Negative","Negative","Negative","Negative",6,"1+","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Pale Yellow",NA
102238,"precision_1","102238-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.053","Negative","Negative","Negative","Negative",6.5,"1+","10-20","0-3","3-6","0-3","Hyaline",NA,NA,"Rare",NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Yellow",NA
102257,"precision_2","102257-precision_2-Urine","Free Catch","1-3 mL","Cloudy","1.039","Negative","1+","Negative","Negative",8,"1+","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,NA,"Few","Dark Straw","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals (artifact of storage). The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture. "
102310,"precision_1","102310-precision_1-Urine","Free Catch","1-3 mL","Slightly Cloudy",">1.060","Negative","1+","Negative","Negative",6,"1+","10-20","None Observed","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Amber",NA
102310,"precision_2","102310-precision_2-Urine","Free Catch","1-3 mL","Clear","1.049","Negative","Negative","Negative","Negative",6,"Negative","6-10","None Observed","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"None Observed","Straw",NA
102588,"precision_1","102588-precision_1-Urine","Unknown",">3 mL","Hazy","1.052","Negative","Negative","Negative","Negative",6,"Trace","3-6","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Dark Straw",NA
102806,"precision_1","102806-precision_1-Urine","Free Catch",">3 mL","Clear","1.018","Negative","Negative","Negative","Negative",7,"Negative","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw",NA
102806,"precision_2","102806-precision_2-Urine","Free Catch",">3 mL","Hazy","1.014","Negative","Negative","Negative","2+",6.5,"3+","0-3","20-40","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw",NA
102875,"precision_1","102875-precision_1-Urine","Free Catch",">3 mL","Hazy","1.057","Negative","1+","Negative","Negative",6,"Trace","3-6","0-3","3-6","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Dark Yellow",NA
102937,"precision_1","102937-precision_1-Urine","Free Catch",">3 mL","Flocculent","1.045","Negative","1+","Negative","Trace",8,"1+","0-3","0-3","3-6","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"Moderate","Yellow",NA
102937,"precision_2","102937-precision_2-Urine","Free Catch",">3 mL","Flocculent","1.053","Negative","1+","Negative","Negative",7.5,"Trace","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite","Calcium Oxalate Dihydrate",NA,"Few","Rare",NA,NA,NA,"Moderate","Dark Yellow",NA
102951,"precision_1","102951-precision_1-Urine","Free Catch",">3 mL","Clear","1.038","Negative","1+","Negative","Negative",6,"Negative","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Dark Straw",NA
102951,"precision_2","102951-precision_2-Urine","Free Catch",">3 mL","Clear","1.030","Negative","Negative","Negative","Negative",6,"Negative","0-3","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Straw",NA
103048,"precision_1","103048-precision_1-Urine","Free Catch","1-3 mL","Clear","1.052","Negative","1+","Negative","Negative",6,"Negative","3-6","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Straw",NA
103048,"precision_2","103048-precision_2-Urine","Free Catch",">3 mL","Flocculent","1.050","Negative","1+","Negative","Negative",7,"Trace","0-3","None Observed","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,NA,"Many","Yellow","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals (with storage). The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture. "
103448,"precision_1","103448-precision_1-Urine","Free Catch",">3 mL","Hazy","1.021","Negative","Negative","Negative","Negative",6,"Negative","0-3","0-3","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
104274,"precision_1","104274-precision_1-Urine","Cystocentesis","1-3 mL","Hazy","1.052","Negative","1+","Negative","Negative",6.5,"1+","0-3","6-10","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Dark Yellow",NA
104336,"precision_1","104336-precision_1-Urine","Free Catch",">3 mL","Hazy","1.038","Negative","1+","Negative","Negative",6,"Trace","3-6","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Rare",NA,NA,NA,NA,"Many","Yellow","Budding yeast and/or hyphae were present on microscopic examination."
104444,"precision_1","104444-precision_1-Urine","Free Catch","1-3 mL","Hazy","1.044","Negative","Negative","Negative","Negative",7,"Trace","20-40","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Many",NA,NA,NA,NA,"Rare","Dark Straw","Calcium oxalate dihydrate crystals can be clinically insignificant or an indication of calcium oxalate uroliths in cats and dogs. Formation of calcium oxalate uroliths is often considered idiopathic; however, hypercalcemia, increased dietary oxalates (spinach, nuts, etc.), acidic urine, and highly concentrated urine have been associated with crystal development. The presence of calcium oxalate crystals does not confirm the presence of uroliths; however, abdominal imaging may be warranted. The significance of the calcium oxalate crystals in this case should be determined with consideration of the full clinical history, presentation, and laboratory findings. "
104678,"precision_1","104678-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.049","Negative","Negative","Negative","Negative",6,"Negative","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Dark Straw",NA
104846,"precision_1","104846-precision_1-Urine","Cystocentesis","1-3 mL","Slightly Cloudy","1.050","Negative","Negative","Negative","Negative",6.5,"Trace","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Dark Straw",NA
104846,"precision_2","104846-precision_2-Urine","Cystocentesis",">3 mL","Slightly Hazy","1.043","Negative","Negative","Negative","Negative",6.5,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw",NA
105078,"precision_1","105078-precision_1-Urine","Free Catch",">3 mL","Clear","1.043","Negative","Negative","Negative","Negative",6,"Negative","3-6","None Observed","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Yellow",NA
105078,"precision_2","105078-precision_2-Urine","Free Catch",">3 mL","Slightly Hazy","1.041","Negative","1+","Negative","Negative",6,"Negative","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Yellow",NA
105267,"precision_1","105267-precision_1-Urine","Free Catch",">3 mL","Flocculent","1.040","Negative","Negative","Negative","Negative",7,"Negative","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,NA,"Many","Straw","UA done by CW"
105416,"precision_1","105416-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.033","Negative","Negative","Negative","Negative",8.5,"1+","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,NA,"Many","Straw","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture."
105729,"precision_1","105729-precision_1-Urine","Cystocentesis",">3 mL","Slightly Hazy","1.046","Negative","3+","Negative","Negative",6.5,"Trace","0-3","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Dark Straw","3+ bilirubin confirmed with icto. "
105911,"precision_1","105911-precision_1-Urine","Free Catch",">3 mL","Flocculent","1.037","Negative","Negative","Negative","Negative",7,"Trace","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite","Calcium Oxalate Dihydrate",NA,"Many","Many",NA,NA,NA,"Few","Yellow","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture. Calcium oxalate dihydrate crystals can be clinically insignificant or an indication of calcium oxalate uroliths in cats and dogs. Formation of calcium oxalate uroliths is often considered idiopathic; however, hypercalcemia, increased dietary oxalates (spinach, nuts, etc.), acidic urine, and highly concentrated urine have been associated with crystal development. The presence of calcium oxalate crystals does not confirm the presence of uroliths; however, abdominal imaging may be warranted. The significance of the calcium oxalate crystals in this case should be determined with consideration of the full clinical history, presentation, and laboratory findings. "
106181,"precision_1","106181-precision_1-Urine","Free Catch","1-3 mL","Slightly Hazy","1.041","Negative","1+","Negative","Negative",6,"Negative","Too Numerous to Count","None Observed","10-20","0-3","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Rare",NA,NA,NA,NA,"Moderate","Yellow",NA
106181,"precision_2","106181-precision_2-Urine","Free Catch",">3 mL","Slightly Hazy","1.047","Negative","1+","Negative","Negative",6,"Negative","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Yellow",NA
106261,"precision_1","106261-precision_1-Urine","Free Catch",">3 mL","Hazy","1.027","Negative","Negative","Negative","Negative",6.5,"Negative","6-10","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"Rod Shaped Bacteria","Few","Yellow",NA
106373,"precision_1","106373-precision_1-Urine","Free Catch","1-3 mL","Clear","1.029","Negative","Negative","Negative","Negative",7,"Negative","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Straw",NA
106404,"precision_1","106404-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.012","Negative","Negative","Negative","Negative",7,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"Rod Shaped Bacteria","Few","Pale Straw",NA
106404,"precision_2","106404-precision_2-Urine","Free Catch",">3 mL","Slightly Hazy","1.024","Negative","Negative","Negative","Negative",8,"1+","0-3","None Observed","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Moderate",NA,NA,NA,NA,"Many","Yellow",NA
106446,"precision_1","106446-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.052","Negative","1+","Negative","Negative",6.5,"Trace","0-3","6-10","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Yellow",NA
106446,"precision_2","106446-precision_2-Urine","Free Catch",">3 mL","Hazy","1.051","Negative","Negative","Negative","Negative",6.5,"1+","Too Numerous to Count","0-3","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Many",NA,NA,NA,NA,"Few","Yellow","Moderate spermatozoa seen on sediment exam."
106538,"precision_1","106538-precision_1-Urine","Cystocentesis",">3 mL","Clear","1.036","Negative","1+","Negative","Negative",7.5,"Negative","None Observed","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Straw",NA
106538,"precision_2","106538-precision_2-Urine","Cystocentesis",">3 mL","Flocculent","1.040","Negative","1+","Negative","Negative",8,"1+","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"Moderate","Yellow",NA
106847,"precision_1","106847-precision_1-Urine","Cystocentesis","1-3 mL","Slightly Hazy",">1.060","Negative","Negative","Negative","Negative",6,"Negative","None Observed","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Straw",NA
106847,"precision_2","106847-precision_2-Urine","Cystocentesis",">3 mL","Clear","1.050","Negative","Negative","Negative","Negative",7,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Pale Straw",NA
106857,"precision_1","106857-precision_1-Urine","Free Catch","1-3 mL","Hazy","1.047","Negative","1+","Negative","Negative",6.5,"1+","3-6","0-3","6-10","0-3","Granular",NA,NA,"Few",NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Dark Yellow","Many sperm observed in sediment exam. "
106939,"precision_1","106939-precision_1-Urine","Free Catch","1-3 mL","Slightly Hazy","1.017","Negative","Negative","Negative","Negative",6,"Trace","10-20","0-3","0-3","0-3","Hyaline",NA,NA,"Few",NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Rare",NA,NA,NA,NA,"Few","Light Yellow",NA
107105,"precision_1","107105-precision_1-Urine","Free Catch",">3 mL","Hazy","1.060","Negative","Negative","Negative","Negative",6.5,"Trace","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Moderate","Dark Straw",NA
107105,"precision_2","107105-precision_2-Urine","Free Catch","1-3 mL","Hazy","1.053","Negative","1+","Negative","Negative",8.5,"2+","3-6","0-3","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"Many","Yellow",NA
107114,"precision_1","107114-precision_1-Urine","Free Catch",">3 mL","Flocculent","1.054","Negative","1+","Negative","Negative",7.5,"1+","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Rare",NA,NA,NA,NA,"Rare","Yellow",NA
107114,"precision_2","107114-precision_2-Urine","Free Catch",">3 mL","Flocculent","1.038","Negative","1+","Negative","Negative",7.5,"1+","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"Moderate","Yellow",NA
107147,"precision_1","107147-precision_1-Urine","Free Catch",">3 mL","Cloudy","1.045","Negative","Negative","Negative","Negative",6.5,"Trace","3-6","0-3","3-6","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Rare",NA,NA,NA,NA,"Many","Dark Straw","Ghosty reds seen "
107306,"precision_1","107306-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.026","Negative","Negative","Negative","Negative",7.5,"Negative","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Pale Straw",NA
107358,"precision_1","107358-precision_1-Urine","Cystocentesis","1-3 mL","Clear","1.026","Negative","Negative","Negative","Negative",6.5,"Negative","0-3","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw",NA
107408,"precision_1","107408-precision_1-Urine","Free Catch","1-3 mL","Cloudy","1.057","Negative","Negative","Negative","Negative",8,"1+","3-6","None Observed","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Dark Straw",NA
