"dog_id","Sample_Year","DAP_Sample_ID","krt_cbc_total_wbcs","krt_cbc_abs_metamyelocytes","krt_cbc_abs_bands","krt_cbc_abs_neutrophils","krt_cbc_abs_lymphocytes","krt_cbc_abs_monocytes","krt_cbc_abs_eosinophils","krt_cbc_abs_basophils","krt_cbc_abs_other_cells","krt_cbc_rel_metamyelocytes","krt_cbc_rel_bands","krt_cbc_rel_neutrophils","krt_cbc_rel_lymphocytes","krt_cbc_rel_monocytes","krt_cbc_rel_eosinophils","krt_cbc_rel_basophils","krt_cbc_rel_other_cells","krt_cbc_rbc","krt_cbc_hgb","krt_cbc_hct","krt_cbc_pcv","krt_cbc_mcv","krt_cbc_mch","krt_cbc_mchc","krt_cbc_rdw","krt_cbc_plt","krt_cbc_mpv","krt_cbc_pct","krt_cbc_plt_quant","krt_cbc_plt_morph","krt_cbc_plt_morph_2","krt_cbc_plt_morph_num","krt_cbc_plt_morph_num_2","krt_cbc_nucleated_rbcs","krt_cbc_retic_per","krt_cbc_retic_abs","krt_cbc_rbc_morph","krt_cbc_rbc_morph_2","krt_cbc_rbc_morph_3","krt_cbc_rbc_morph_num","krt_cbc_rbc_morph_num_2","krt_cbc_rbc_morph_num_3","krt_cbc_wbc_morph","krt_cbc_wbc_morph_2","krt_cbc_wbc_morph_num","krt_cbc_hemoparasites","krt_cbc_test_comments"
90635,"precision_2","90635-precision_2-CBC",8.35,0,0,5.51,1,0.58,1.25,0,0,0,0,66,12,7,15,0,0,6.73,15.5,47,47,69.8,23,33,12.9,281,8.8,0.25,"Appear Adequate",NA,NA,NA,NA,NA,0.33,22,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
90802,"precision_1","90802-precision_1-CBC",9.5,0,0,7.7,0.86,0.57,0.38,0,0,0,0,81,9,6,4,0,0,7.06,18.1,54.1,NA,76.6,25.6,33.5,11.8,205,13.8,0.28,"Appear Adequate",NA,NA,NA,NA,NA,0.83,58.7,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
90802,"precision_2","90802-precision_2-CBC",4.72,0,0,2.97,0.8,0.52,0.42,0,0,0,0,63,17,11,9,0,0,6.59,16.4,51.3,NA,77.8,24.9,32,12,182,16.3,0.3,"Appear Adequate","Clumped",NA,"Mild",NA,NA,1.38,91.1,"Crenation","Polychromasia",NA,"3+","1+",NA,"Dohle Bodies",NA,"1+","None Observed",NA
91032,"precision_1","91032-precision_1-CBC",7.08,0,0,3.12,3.04,0.42,0.5,0,0,0,0,44,43,6,7,0,0,5.43,13.7,39.5,NA,72.7,25.2,34.7,12.2,374,13.3,0.5,"Appear Adequate",NA,NA,NA,NA,NA,0.55,29.8,"Crenation","Acanthocytes",NA,"4+","1+",NA,"Unremarkable",NA,NA,"None Observed",NA
91317,"precision_1","91317-precision_1-CBC",4.46,0,0,3.08,0.58,0.27,0.54,0,0,0,0,69,13,6,12,0,0,6.9,16.4,49.2,NA,71.3,23.8,33.3,13.6,239,11,0.26,"Appear Adequate",NA,NA,NA,NA,NA,0.65,44.7,"Crenation",NA,NA,"2+",NA,NA,"Dohle Bodies",NA,"1+","None Observed",NA
91317,"precision_2","91317-precision_2-CBC",4.27,0,0,2.9,0.77,0.3,0.3,0,0,0,0,68,18,7,7,0,0,6.9,16.7,51.5,NA,74.6,24.2,32.4,12.4,269,16.1,0.43,"Appear Adequate",NA,NA,NA,NA,NA,1.04,71.9,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
91403,"precision_1","91403-precision_1-CBC",4.83,0,0,2.95,1.21,0.29,0.39,0,0,0,0,61,25,6,8,0,0,6.94,17.9,53.4,NA,76.9,25.8,33.5,12.1,243,16.5,0.4,"Appear Adequate","Clumped",NA,"Marked",NA,NA,56.6,0.8,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
91566,"precision_2","91566-precision_2-CBC",8.35,0,0,5.59,2.17,0.33,0.25,0,0,0,0,67,26,4,3,0,0,7.31,17.8,52.6,NA,72,24.4,33.8,11.8,193,11.2,0.22,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.6,44,"Crenation",NA,NA,"3+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
91720,"precision_1","91720-precision_1-CBC",6.88,0,0,3.92,2.2,0.28,0.48,0,0,0,0,57,32,4,7,0,0,8.2,17.6,54,54,65.9,21.5,32.6,11.9,NA,22.8,0.13,"Appear Adequate","Clumped",NA,"Moderate",NA,NA,1.39,114.2,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
91720,"precision_2","91720-precision_2-CBC",7.48,0,0,4.71,2.02,0.37,0.37,0,0,0,0,63,27,5,5,0,0,6.82,15.6,48,48,70.4,22.9,32.5,12.1,214,13.1,0.28,"Appear Adequate",NA,NA,NA,NA,NA,0.26,17.9,"Crenation",NA,NA,"4+",NA,NA,"Dohle Bodies",NA,"1+","None Observed",NA
91727,"precision_1","91727-precision_1-CBC",11.18,0,0,7.94,2.46,0.34,0.45,0,0,0,0,71,22,3,4,0,0,6.97,17.4,55,55,78.9,25,31.6,11.9,456,11.1,0.36,"Appear Adequate",NA,NA,NA,NA,NA,0.35,24.6,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed","Manual platelet count done. "
92112,"precision_1","92112-precision_1-CBC",6.52,0,0,4.17,1.43,0.07,0.85,0,0,0,0,64,22,1,13,0,0,5.96,15.3,49,49,82.2,25.7,31.2,12,155,9.3,0.14,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.5,30.1,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed","Platelet clumps are present on the smear and can falsely decrease both the automated and estimated platelet counts. The platelet count given should be considered a minimum. The submission of a fresh slide prepared from the EDTA tube immediately after collection is also recommended. A new sample is required for an accurate platelet count."
92112,"precision_2","92112-precision_2-CBC",7.49,0,0,4.49,1.5,0.3,1.2,0,0,0,0,60,20,4,16,0,0,6.46,16.5,49.8,NA,77.1,25.5,33.1,12.6,205,8.6,0.18,"Appear Adequate",NA,NA,NA,NA,NA,0.75,48.2,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
92128,"precision_1","92128-precision_1-CBC",6.75,0,0,3.85,1.96,0.74,0.2,0,0,0,0,57,29,11,3,0,0,7.66,18.6,56.1,NA,73.2,24.3,33.2,11.9,NA,19.2,0.45,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.65,49.6,"See Comments",NA,NA,NA,NA,NA,"Unremarkable",NA,NA,"None Observed","Hemolysis is present in this sample; this affects the RBC indice results and can distort the appearance of red blood cells for microscopic evaluation. The red blood cell morphology could not be fully assessed in this patient due to the hemolysis. If clinically indicated, repeat analysis on a new sample is recommended."
92128,"precision_2","92128-precision_2-CBC",6.36,0,0,3.56,2.04,0.38,0.38,0,0,0,0,56,32,6,6,0,0,7.02,19.3,50,50,71.2,27.5,38.6,11.9,NA,15.7,0.44,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.91,63.6,"See Comments",NA,NA,NA,NA,NA,"Unremarkable",NA,NA,"None Observed","Hemolysis is present in this sample. Hemolysis can affect automated parameters related to RBCs and can distort the microscopic appearance of RBCs. Therefore, the automated data should be interpreted with slight caution in this case. Additionally, the RBC morphology could not be fully assessed in this sample. If clinically indicated, repeat CBC on a new sample is recommended. "
92128,"precision_3","92128-precision_3-CBC",6.22,0,0,4.11,1.49,0.37,0.25,0,0,0,0,66,24,6,4,0,0,7.48,17.6,54,54,72.2,23.5,32.6,12.4,298,12.2,0.36,"Appear Adequate","Clumped",NA,"Moderate",NA,NA,0.58,43.2,"Crenation","See Comments",NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed","Hemolysis is present in this sample. Hemolysis can affect automated parameters related to RBCs and can distort the microscopic appearance of RBCs. Therefore, the automated data should be interpreted with slight caution in this case. Additionally, the RBC morphology could not be fully assessed in this sample. If clinically indicated, repeat CBC on a new sample is recommended. "
92233,"precision_1","92233-precision_1-CBC",6.31,0,0,3.41,2.15,0.25,0.5,0,0,0,0,54,34,4,8,0,0,6.59,16.3,51,51,77.4,24.7,32,11,266,9.3,0.25,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.48,31.4,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
92233,"precision_2","92233-precision_2-CBC",10.78,0,0,9.06,1.4,0,0.32,0,0,0,0,84,13,0,3,0,0,6.73,16.2,49,NA,72.8,24.1,33.1,11.5,279,13.4,0.37,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.56,37.9,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
92757,"precision_1","92757-precision_1-CBC",13.47,0,0,5.79,4.98,0.81,1.89,0,0,0,0,43,37,6,14,0,0,6.81,16.8,49.8,NA,73.1,24.7,33.7,11.9,294,9.4,0.27,"Appear Adequate","Clumped",NA,"Mild",NA,NA,1.23,83.9,NA,"Crenation",NA,NA,"4+",NA,"Reactive Lymphocytes",NA,"Rare","None Observed",NA
92757,"precision_2","92757-precision_2-CBC",12.51,0,0,6.63,4,0.5,1.38,0,0,0,0,53,32,4,11,0,0,6.45,16,48.3,NA,74.9,24.8,33.1,12.5,NA,14.8,0.42,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.61,39.5,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
93029,"precision_1","93029-precision_1-CBC",8.52,0,0,4.69,3.15,0.43,0.26,0,0,0,0,55,37,5,3,0,0,7.54,18.4,54.7,NA,72.5,24.4,33.6,12,NA,14.1,0.34,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.56,42,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
93266,"precision_1","93266-precision_1-CBC",9.09,0,0,6.09,1.91,0.45,0.64,0,0,0,0,67,21,5,7,0,0,7.33,19.2,55.8,NA,76.1,26.2,34.4,12.2,289,10.5,0.31,"Appear Adequate",NA,NA,NA,NA,NA,1.36,99.9,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
93276,"precision_1","93276-precision_1-CBC",7.99,0,0,5.43,2,0.08,0.48,0,0,0,0,68,25,1,6,0,0,6.23,16.8,49.2,NA,79,27,34.1,12.8,242,9.5,0.23,"Appear Adequate",NA,NA,NA,NA,NA,0.97,60.2,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
93416,"precision_1","93416-precision_1-CBC",6,0,0,4.56,0.6,0.48,0.36,0,0,0,0,76,10,8,6,0,0,8.23,20,60.8,NA,73.9,24.3,32.9,11.8,152,10.7,0.16,"Appear Adequate",NA,NA,NA,NA,NA,0.52,42.4,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
93623,"precision_1","93623-precision_1-CBC",9.51,0,0,7.61,1.52,0.1,0.29,0,0,0,0,80,16,1,3,0,0,8.31,20.3,60.2,NA,72.4,24.4,33.7,12.8,177,16,0.28,"Appear Adequate",NA,NA,NA,NA,NA,0.58,48.2,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
93767,"precision_1","93767-precision_1-CBC",7.51,0,0,4.58,1.73,0.53,0.68,0,0,0,0,61,23,7,9,0,0,7.4,19,57.6,NA,77.8,25.7,33,12.6,334,15.8,0.53,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.56,41.2,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
94033,"precision_1","94033-precision_1-CBC",10.84,0,0,6.07,2.6,0.43,1.73,0,0,0,0,56,24,4,16,0,0,7.32,17.3,52.4,NA,71.6,23.6,33,11.9,263,14.8,0.39,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.36,26.5,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
94033,"precision_2","94033-precision_2-CBC",7.03,0,0,4.15,2.18,0.49,0.21,0,0,0,0,59,31,7,3,0,0,7.43,17.9,55.5,NA,74.7,24.1,32.3,12.2,180,13.1,0.24,"Appear Adequate",NA,NA,NA,NA,NA,0.32,23.5,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
94252,"precision_1","94252-precision_1-CBC",9.45,0,0,5.86,2.74,0.38,0.47,0,0,0,0,62,29,4,5,0,0,7.54,18.2,57.2,NA,75.9,24.1,31.8,12.1,NA,19.9,0.24,"Appear Adequate","Clumped",NA,"Marked",NA,2,0.8,60.1,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
94252,"precision_2","94252-precision_2-CBC",8.53,0,0,3.5,3.67,0.51,0.85,0,0,0,0,41,43,6,10,0,0,7.73,18.4,54,54,69.9,23.8,34.1,12.4,281,14.5,0.41,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.98,76,"Crenation",NA,NA,"3+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
94344,"precision_1","94344-precision_1-CBC",11.18,0,0,7.38,2.8,0.34,0.67,0,0,0,0,66,25,3,6,0,0,6.93,16.8,49.8,NA,71.9,24.2,33.7,12.2,NA,6.7,0.22,"Appear Adequate","Clumped",NA,"Marked",NA,NA,1.29,89.8,"Crenation","Polychromasia",NA,"4+","1+",NA,"Unremarkable",NA,NA,"None Observed",NA
94367,"precision_1","94367-precision_1-CBC",10.43,0,0,7.82,1.46,0.31,0.83,0,0,0,0,75,14,3,8,0,0,7.9,18.7,56.5,NA,71.5,23.7,33.1,11.7,308,8.8,0.27,"Appear Adequate",NA,NA,NA,NA,NA,0.52,41.1,"Crenation",NA,NA,"4+",NA,NA,"Reactive Lymphocytes",NA,"Rare","None Observed",NA
94367,"precision_2","94367-precision_2-CBC",7.74,0,0,4.88,1.39,0.15,1.32,0,0,0,0,63,18,2,17,0,0,6.71,16.3,47.5,NA,70.8,24.3,34.3,12.1,314,8.9,0.28,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.17,11.7,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
94533,"precision_1","94533-precision_1-CBC",7.41,0,0,4.22,2.3,0.67,0.22,0,0,0,0,57,31,9,3,0,0,7.15,17.1,52.5,NA,73.4,23.9,32.6,12.2,254,9.2,0.23,"Appear Adequate",NA,NA,NA,NA,NA,1.4,100.4,"Crenation","Polychromasia",NA,"2+","1+",NA,"Unremarkable",NA,NA,"None Observed",NA
94533,"precision_2","94533-precision_2-CBC",7.29,0,0,3.65,2.84,0.07,0.73,0,0,0,0,50,39,1,10,0,0,7.29,17.2,53,NA,72.7,23.6,32.5,13.2,NA,14.9,0.47,"Appear Adequate","Clumped",NA,"Marked",NA,NA,1.53,111.3,"Polychromasia","Crenation",NA,"1+","4+",NA,"Unremarkable",NA,NA,"None Observed",NA
94655,"precision_1","94655-precision_1-CBC",6.99,0,0,4.33,1.54,0.56,0.56,0,0,0,0,62,22,8,8,0,0,6.51,15.5,47.4,NA,72.8,23.8,32.7,13.6,376,11.9,0.45,"Appear Adequate",NA,NA,NA,NA,NA,1.02,66.4,"Crenation",NA,NA,"4+",NA,NA,"See Comments",NA,NA,"None Observed","Many of the WBCs in this sample are deteriorated due to artifact (aging, temperature, mechanical rupture, etc.) and an accurate WBC morphology could not be obtained. It is recommended to submit 2-3 air dried smears prepared at the time of blood collection."
94655,"precision_2","94655-precision_2-CBC",6.24,0,0,3.87,1,0.31,1,0.06,0,0,0,62,16,5,16,1,0,7.49,17.9,54.1,NA,72.2,23.9,33.1,12.8,344,14.1,0.48,"Appear Adequate","Clumped","Enlarged","Mild","1+",NA,1.12,84.1,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
94710,"precision_1","94710-precision_1-CBC",7.04,0,0,4.93,1.27,0.35,0.49,0,0,0,0,70,18,5,7,0,0,8.15,20.1,61.8,NA,75.8,24.7,32.5,12.1,NA,9.5,0.31,"Appear Adequate","Clumped",NA,"Marked",NA,4,1.31,107.2,"Polychromasia",NA,NA,"1+",NA,NA,"Reactive Lymphocytes",NA,"Rare","None Observed","Platelets were clumped on blood smear, but numbers appear to be at least adequate."
94751,"precision_1","94751-precision_1-CBC",5.49,0,0,3.24,1.7,0.44,0.11,0,0,0,0,59,31,8,2,0,0,7.74,21.3,62.1,NA,80.2,27.5,34.3,12.4,294,14.2,0.42,"Appear Adequate","Clumped",NA,"Mild",NA,NA,1.14,88.2,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
94751,"precision_2","94751-precision_2-CBC",6.25,0,0,4.5,1.38,0.31,0.06,0,0,0,0,72,22,5,1,0,0,7.8,20.8,60.5,NA,77.6,26.7,34.4,12.6,NA,15,0.38,"Appear Adequate","Clumped",NA,"Marked",NA,NA,1,77.8,"Crenation","See Comments",NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed","Hemolysis is present in this sample. Hemolysis can affect automated parameters related to RBCs and can distort the microscopic appearance of RBCs. Therefore, the automated data should be interpreted with slight caution in this case. Additionally, the RBC morphology could not be fully assessed in this sample. If clinically indicated, repeat CBC on a new sample is recommended."
94895,"precision_1","94895-precision_1-CBC",9.04,0,0,5.06,2.71,0.36,0.9,0,0,0,0,56,30,4,10,0,0,6.99,18.2,54,54,77.3,26,33.7,11.3,NA,18.5,0.27,"Appear Adequate","Clumped",NA,"Moderate",NA,NA,0.9,62.7,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed","Platelets were clumped on blood smear, but numbers appear to be at least adequate."
94898,"precision_1","94898-precision_1-CBC",5.64,0,0,3.95,1.18,0.17,0.34,0,0,0,0,70,21,3,6,0,0,6.37,15.5,45.8,NA,71.9,24.3,33.8,11.3,218,9,0.2,"Appear Adequate",NA,NA,NA,NA,NA,0.29,18.5,"Crenation",NA,NA,"4+",NA,NA,"Reactive Lymphocytes",NA,"Rare","None Observed",NA
94898,"precision_2","94898-precision_2-CBC",5.57,0,0,4.12,0.67,0.17,0.61,0,0,0,0,74,12,3,11,0,0,6.74,16.1,50.5,NA,74.9,23.9,31.9,12.1,321,9.5,0.3,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.28,18.6,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
95021,"precision_1","95021-precision_1-CBC",7.41,0,0,4.52,2.37,0.3,0.22,0,0,0,0,61,32,4,3,0,0,8.16,19.8,60.8,NA,74.5,24.3,32.6,11.7,NA,17.2,0.27,"Appear Adequate","Clumped",NA,"Moderate",NA,NA,0.21,16.8,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
95021,"precision_2","95021-precision_2-CBC",6.41,0,0,3.14,2.63,0.32,0.32,0,0,0,0,49,41,5,5,0,0,6.81,16.9,52.6,NA,77.2,24.8,32.1,12,291,11.3,0.33,"Appear Adequate",NA,NA,NA,NA,NA,0.27,18.5,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
95144,"precision_1","95144-precision_1-CBC",4.34,0,0,2.69,1.3,0.04,0.3,0,0,0,0,62,30,1,7,0,0,6.87,17.2,50.7,NA,73.8,25,33.9,11.4,223,16.4,0.37,"Appear Adequate","Clumped",NA,"Mild",NA,NA,1.14,78.4,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
95190,"precision_1","95190-precision_1-CBC",6.09,0,0,5.05,0.73,0.06,0.24,0,0,0,0,83,12,1,4,0,0,7.33,18.9,54.6,NA,74.5,25.8,34.6,11.5,201,10.8,0.22,"Appear Adequate",NA,NA,NA,NA,1,1.02,74.8,"Crenation",NA,NA,"3+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
95322,"precision_1","95322-precision_1-CBC",5.98,0,0,3.71,1.73,0.18,0.36,0,0,0,0,62,29,3,6,0,0,7.02,16.2,48.4,NA,68.9,23.1,33.5,12,253,12.1,0.31,"Appear Adequate",NA,NA,NA,NA,NA,0.42,29.3,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
95604,"precision_1","95604-precision_1-CBC",8.04,0,0,4.66,2.57,0.32,0.48,0,0,0,0,58,32,4,6,0,0,5.68,14.2,42.6,NA,75,25,33.3,11.4,169,8.1,0.14,"Appear Adequate",NA,NA,NA,NA,NA,0.39,22.3,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
95604,"precision_2","95604-precision_2-CBC",5.64,0,0,2.88,1.97,0.28,0.51,0,0,0,0,51,35,5,9,0,0,6.3,16.4,50.2,NA,79.7,26,32.7,11.7,193,9.2,0.18,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.34,21.5,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
95706,"precision_1","95706-precision_1-CBC",4.91,0,0,2.7,1.62,0.2,0.39,0,0,0,0,55,33,4,8,0,0,6.63,16.8,50.3,NA,75.9,25.3,33.4,11,NA,14,0.26,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.98,65.3,"Crenation",NA,NA,"2+",NA,NA,"See Comments",NA,NA,"None Observed","Many of the leukocytes in this sample are deteriorated due to artifact (aging, temperature, mechanical rupture, etc.) and an accurate WBC morphology could not be obtained. The neutrophils are degenerating making it difficult to distinguish if band forms are present. It is recommended to submit 2-3 air dried smears prepared at the time of blood collection."
95706,"precision_2","95706-precision_2-CBC",6.25,0,0,3.44,1.63,0.19,1,0,0,0,0,55,26,3,16,0,0,5.47,15,42.8,NA,78.2,27.4,35,11.7,NA,15.2,0.43,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.9,49,"Crenation","See Comments",NA,"3+",NA,NA,"Unremarkable",NA,NA,"None Observed","Hemolysis is present in this sample. Hemolysis can affect automated parameters related to RBCs and can distort the microscopic appearance of RBCs. Therefore, the automated data should be interpreted with slight caution in this case. Additionally, the RBC morphology could not be fully assessed in this sample. If clinically indicated, repeat CBC on a new sample is recommended. "
95810,"precision_1","95810-precision_1-CBC",7.33,0,0,5.06,1.39,0.37,0.51,0,0,0,0,69,19,5,7,0,0,7.21,17.2,51.3,NA,71.2,23.9,33.5,12.1,226,11.6,0.26,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.29,20.9,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
95810,"precision_2","95810-precision_2-CBC",8.35,0,0,6.35,0.92,0.84,0.25,0,0,0,0,76,11,10,3,0,0,7.22,18.3,52.4,NA,72.6,25.3,34.9,11.8,305,14.9,0.45,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.38,27.5,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
95897,"precision_1","95897-precision_1-CBC",6.17,0,0,4.5,1.3,0.25,0.12,0,0,0,0,73,21,4,2,0,0,7.03,17,49.6,NA,70.6,24.2,34.3,11.5,253,8.6,0.22,"Appear Adequate",NA,NA,NA,NA,NA,0.47,32.9,"Unremarkable",NA,NA,NA,NA,NA,"Unremarkable",NA,NA,"None Observed",NA
95982,"precision_1","95982-precision_1-CBC",7.32,0,0,4.76,1.98,0.22,0.37,0,0,0,0,65,27,3,5,0,0,6.15,14.1,44.4,NA,72.2,22.9,31.8,12.9,159,9.9,0.16,"Appear Adequate",NA,NA,NA,NA,NA,0.59,36.3,"Crenation",NA,NA,"4+",NA,NA,"See Comments",NA,NA,"None Observed","Many of the WBCs in this sample are deteriorated due to artifact (aging, temperature, mechanical rupture, etc.) and an accurate WBC morphology could not be obtained. "
95982,"precision_2","95982-precision_2-CBC",7.83,0,0,5.95,1.33,0.16,0.39,0,0,0,0,76,17,2,5,0,0,6.89,15.8,49.3,NA,71.6,22.9,32,12.4,228,9.1,0.21,"Appear Adequate",NA,NA,NA,NA,NA,0.61,42.2,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
96038,"precision_1","96038-precision_1-CBC",7.83,0,0,5.17,1.88,0.39,0.39,0,0,0,0,66,24,5,5,0,0,6.42,15.6,48.2,NA,75.1,24.3,32.4,12.6,289,11.2,0.32,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.51,32.7,"Crenation",NA,NA,"4+",NA,NA,"Dohle Bodies",NA,"1+","None Observed",NA
96200,"precision_2","96200-precision_2-CBC",8.19,0,0,5.41,1.47,0.82,0.49,0,0,0,0,66,18,10,6,0,0,6.82,16.3,50.1,NA,73.5,23.9,32.5,12.2,277,14.6,0.41,"Appear Adequate",NA,NA,NA,NA,NA,0.87,59.2,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
96220,"precision_1","96220-precision_1-CBC",12.29,0,0,9.71,2.34,0.12,0.12,0,0,0,0,79,19,1,1,0,0,7.6,19.9,60,60,78.9,26.2,33.2,11.4,173,14.6,0.25,"Appear Adequate","Clumped",NA,"Mild",NA,NA,1.38,105.3,"Crenation","Polychromasia",NA,"4+","1+",NA,"Unremarkable",NA,NA,"None Observed",NA
96234,"precision_1","96234-precision_1-CBC",7.92,0,0,5.54,1.27,0.55,0.55,0,0,0,0,70,16,7,7,0,0,6.67,16.3,49.1,NA,73.6,24.4,33.2,11.9,234,8.5,0.2,"Appear Adequate",NA,NA,NA,NA,NA,0.69,45.8,"Unremarkable",NA,NA,NA,NA,NA,"Unremarkable",NA,NA,"None Observed",NA
96234,"precision_2","96234-precision_2-CBC",9.9,0,0,7.03,1.19,0.89,0.79,0,0,0,0,71,12,9,8,0,0,6.65,16.3,49.3,NA,74.1,24.5,33.1,12.3,229,9,0.21,"Appear Adequate",NA,NA,NA,NA,NA,0.4,26.5,"Crenation",NA,NA,"4+",NA,NA,"Dohle Bodies",NA,"1+","None Observed",NA
96243,"precision_1","96243-precision_1-CBC",8.43,0,0,5.14,2.02,0.42,0.84,0,0,0,0,61,24,5,10,0,0,7.86,19.2,57,NA,72.5,24.4,33.7,11.5,203,11.1,0.22,"Appear Adequate",NA,NA,NA,NA,NA,1.01,79.1,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
96243,"precision_2","96243-precision_2-CBC",8.58,0,0,5.66,2.32,0.26,0.34,0,0,0,0,66,27,3,4,0,0,8.13,20.1,59.8,NA,73.6,24.7,33.6,12.5,252,16.2,0.41,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.77,62.7,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
96381,"precision_1","96381-precision_1-CBC",7.26,0,0,3.78,2.47,0.22,0.8,0,0,0,0,52,34,3,11,0,0,6.56,16.1,48.1,NA,73.3,24.5,33.5,11.7,231,15.1,0.35,"Appear Adequate",NA,NA,NA,NA,NA,0.2,12.9,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
96381,"precision_2","96381-precision_2-CBC",7.65,0,0,4.44,1.61,0.69,0.92,0,0,0,0,58,21,9,12,0,0,6.92,17.8,51.5,NA,74.4,25.7,34.6,12.1,218,16.9,0.37,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.32,22.2,"Crenation",NA,NA,"1+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
